Optimas, 421(0 4 3 5 1 6 2)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,5040,100,76,2,0,4,1,53,6095,37057,4592,3894,29,55,33,45,5700,28
99,4989.6,99,12,0,0,0,0,51,4205,31301,3782,3572,29,27,25,40,4507,18
98,4939.2,98,18,0,0,0,0,50,4098,31204,3555,3343,26,27,25,40,4583,19
97,4888.8,97,13,0,0,0,0,26,4164,31023,3452,3407,30,33,25,40,4477,18
96,4838.4,96,21,0,0,0,0,28,4305,31057,3840,3539,25,27,25,40,4606,18
95,4788,95,11,0,0,0,0,25,4113,31036,3706,3430,25,27,25,42,4544,19
94,4737.6,94,20,0,0,0,0,26,4053,30723,3708,3351,25,27,25,74,4553,18
93,4687.2,93,11,0,0,0,0,47,4032,30723,3573,3287,25,27,26,40,4374,18
92,4636.8,92,12,0,0,0,0,28,4201,30996,3639,3458,25,27,25,40,4532,18
91,4586.4,91,12,0,0,0,0,26,4144,31147,3745,3607,25,27,25,50,4543,18
90,4536,90,18,0,0,0,0,27,4227,31036,3762,3581,62,64,25,40,4506,18
89,4485.6,89,12,0,0,0,0,26,4351,31486,3891,3701,25,44,25,40,4570,18
88,4435.2,88,17,0,0,0,0,30,4252,30442,3711,3506,32,27,24,40,4495,102
87,4384.8,87,13,0,0,0,0,26,4065,30781,3498,3236,25,27,25,40,4462,18
86,4334.4,86,14,0,0,0,0,56,4177,30764,3616,3506,26,27,25,46,4574,18
85,4284,85,13,0,0,0,0,50,4183,30826,3588,3349,25,27,25,40,4606,18
84,4233.6,84,14,0,0,0,0,25,4032,30792,3615,3340,25,28,25,40,4486,18
83,4183.2,83,13,0,0,0,0,26,4161,31149,3499,3396,26,27,24,40,4395,18
82,4132.8,82,12,0,0,0,0,29,4163,30723,3493,3321,25,27,25,40,4513,18
81,4082.4,81,12,0,0,0,0,26,4202,31057,3632,3429,25,28,25,41,4445,18
80,4032,80,11,0,0,0,0,25,4210,31262,3703,3484,26,28,26,42,4400,18
79,3981.6,79,11,0,0,0,0,26,4027,31025,3427,3312,25,27,25,41,4501,18
78,3931.2,78,12,0,0,0,0,26,4314,31345,3791,3687,25,27,25,41,4652,18
77,3880.8,77,13,0,0,0,0,26,4716,31635,4213,4023,25,27,25,40,4812,18
76,3830.4,76,14,0,0,0,0,42,4130,30375,3565,3460,25,27,25,40,4436,18
75,3780,75,11,0,0,0,0,26,4109,30590,3645,3384,26,27,25,40,4510,18
74,3729.6,74,13,0,0,0,0,26,4254,31357,3776,3594,25,27,25,40,4468,18
73,3679.2,73,11,0,0,0,0,27,4085,30653,3585,3343,25,28,25,40,4522,19
72,3628.8,72,13,0,0,0,0,39,4118,30779,3571,3436,25,27,25,40,4544,22
71,3578.4,71,16,0,0,0,0,26,4398,30802,3795,3678,31,31,25,41,4563,19
70,3528,70,12,0,0,0,0,26,4239,30998,3760,3514,25,27,24,42,4474,18
69,3477.6,69,11,0,0,0,0,26,4263,31025,3709,3556,25,27,25,40,4585,18
68,3427.2,68,15,0,0,0,0,26,4012,30772,3493,3340,26,27,25,41,4442,20
67,3376.8,67,13,0,0,0,0,26,4102,30586,3559,3401,26,27,25,40,4640,18
66,3326.4,66,12,0,0,0,0,26,4151,31248,3604,3435,26,27,54,40,4578,18
65,3276,65,11,0,0,0,0,28,4437,31018,3822,3737,25,27,25,40,4543,60
64,3225.6,64,12,0,0,0,0,26,4327,30880,3805,3624,25,27,25,50,4518,18
63,3175.2,63,12,0,0,0,0,26,4316,30969,3751,3634,25,60,67,39,4438,18
62,3124.8,62,20,0,0,0,0,34,4095,31015,3556,3421,30,40,31,39,4419,18
61,3074.4,61,12,0,0,0,0,28,4252,30988,3633,3589,26,32,25,40,4590,18
60,3024,60,13,0,0,0,0,26,4442,31417,3890,3788,59,27,25,39,4532,18
59,2973.6,59,12,0,0,0,0,26,4140,31058,3682,3510,26,27,26,39,4407,18
58,2923.2,58,12,0,0,0,0,26,3818,30660,3307,3151,33,31,25,40,4481,18
57,2872.8,57,12,0,0,0,0,104,4319,30772,3759,3585,26,27,25,39,4529,18
56,2822.4,56,12,0,0,0,0,27,4088,30756,3475,3361,26,27,25,39,4385,18
55,2772,55,12,0,0,0,0,26,4323,30609,3637,3619,25,27,24,39,4595,18
54,2721.6,54,12,0,0,0,0,28,4433,30944,3775,3766,25,27,25,39,4545,22
53,2671.2,53,11,0,0,0,0,25,4307,31189,3708,3646,25,27,25,39,4541,18
52,2620.8,52,12,0,0,0,0,26,4408,30687,3632,3596,31,35,25,39,4536,18
51,2570.4,51,11,0,0,0,0,26,4352,30955,3310,3240,26,27,25,41,4637,18
50,2520,50,13,0,0,0,0,25,4424,30618,3864,3751,27,27,67,39,4453,18
49,2469.6,49,12,0,4,0,0,29,4150,30720,3559,3455,25,27,25,39,4391,18
48,2419.2,48,21,0,0,0,0,26,4386,30916,3619,3677,25,27,31,39,4540,18
47,2368.8,47,12,0,0,0,0,26,4503,30959,3882,3751,25,28,25,39,4575,22
46,2318.4,46,13,0,0,0,0,27,4296,30703,3643,3589,25,27,25,38,4510,18
45,2268,45,12,0,0,0,0,26,3822,30953,3196,3183,25,28,25,38,4453,18
44,2217.6,44,13,0,0,0,0,28,4383,30775,3834,3626,25,33,27,38,4573,18
43,2167.2,43,13,0,0,0,0,50,4075,30479,3515,3474,26,27,24,38,4449,18
42,2116.8,42,12,0,0,0,0,26,4287,30596,3591,3640,26,27,25,38,4467,24
41,2066.4,41,15,0,0,0,0,27,4559,31082,3861,3961,26,27,25,38,4632,18
40,2016,40,12,0,0,0,0,26,4319,30984,3603,3551,25,27,24,38,4472,18
39,1965.6,39,11,0,0,0,0,27,3962,31057,3233,3366,25,28,25,38,4219,18
38,1915.2,38,13,0,0,0,0,52,4459,31045,3689,3843,25,27,25,39,4514,18
37,1864.8,37,12,0,0,0,0,26,4452,31045,3586,3758,25,27,25,38,4456,18
36,1814.4,36,12,0,0,0,0,25,4413,30494,3566,3732,26,27,25,39,4469,58
35,1764,35,12,0,0,0,0,26,4609,30981,3791,3883,26,27,25,38,4633,19
34,1713.6,34,12,0,0,0,0,28,4760,31151,4013,4052,27,28,25,41,4497,18
33,1663.2,33,11,0,0,0,0,25,4287,31126,3596,3700,26,27,25,38,4479,18
32,1612.8,32,12,0,0,0,0,26,4293,30269,3419,3606,25,27,25,39,4486,19
31,1562.4,31,12,0,0,0,0,26,4378,30532,3644,3705,26,32,25,37,4536,18
30,1512,30,13,0,0,0,0,27,4726,30768,3920,4025,26,27,25,43,4457,17
29,1461.6,29,12,0,0,0,0,26,4285,30600,3434,3632,25,27,25,36,4517,18
28,1411.2,28,13,0,0,0,0,26,4544,30688,3715,3788,25,27,25,36,4553,18
27,1360.8,27,11,0,0,0,0,26,4477,30618,3682,3808,25,27,25,37,4509,18
26,1310.4,26,12,0,0,0,0,26,4908,31677,4148,4253,25,27,25,37,4733,18
25,1260,25,12,0,0,0,0,40,4436,30347,3612,3743,25,27,25,36,4486,18
24,1209.6,24,12,0,0,0,0,43,4576,30900,3744,3882,30,27,25,36,4489,19
23,1159.2,23,16,0,0,0,0,26,4588,30673,3782,3999,25,28,25,74,4549,18
22,1108.8,22,11,0,0,0,0,26,4491,30690,3630,3780,25,27,25,36,4497,18
21,1058.4,21,13,0,0,0,0,32,4604,30893,3653,3879,28,27,25,36,4526,18
20,1008,20,12,0,0,0,0,27,4880,30865,3849,4220,30,27,25,37,4716,19
19,957.6,19,13,0,0,0,0,26,4698,30762,3940,3972,25,27,28,38,4515,20
18,907.2,18,11,0,0,0,0,27,4560,30521,3512,3902,25,28,25,37,4446,18
17,856.8,17,11,0,0,0,0,26,4722,30526,3762,4030,25,27,25,38,4597,24
16,806.4,16,11,0,0,0,0,49,4675,30802,3808,3984,25,28,25,37,4521,18
15,756,15,12,0,0,0,0,26,4395,30080,3451,3787,25,27,25,36,4477,31
14,705.6,14,11,0,0,0,0,26,4651,30600,3740,4038,27,28,25,36,4630,18
13,655.2,13,12,0,0,0,0,26,4942,30747,4026,4308,26,27,25,37,4730,18
12,604.8,12,12,0,0,0,0,26,4457,30213,3646,3819,25,27,25,36,4484,18
11,554.4,11,17,0,0,0,0,25,4475,29951,3477,3829,34,28,25,36,4470,18
10,504,10,12,0,0,0,0,26,4596,30123,3792,3943,25,27,25,36,4559,18
9,453.6,9,11,0,0,0,0,25,4604,30005,3812,3921,25,27,35,38,4525,50
8,403.2,8,12,0,0,0,0,32,4431,29916,3580,3741,25,27,27,39,4461,44
7,352.8,7,11,0,0,0,0,25,3898,29848,3199,3263,26,27,25,35,4622,18
6,302.4,6,12,0,0,0,0,26,4344,29374,3648,3595,25,27,25,36,4577,19
5,252,5,12,0,0,0,0,28,4230,29377,3534,3515,25,27,25,35,4436,18
4,201.6,4,14,0,0,0,0,90,4241,28698,3422,3547,54,27,26,38,4530,18
3,151.2,3,17,0,0,0,0,26,4684,29259,3875,3922,26,27,24,35,4527,18
2,100.8,2,18,0,0,0,0,26,4544,28874,3775,3763,26,27,25,34,4428,18
1,50.4,1,12,0,0,0,0,26,4402,27346,3679,3469,25,61,25,35,4584,18
