Ours,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Osuna Enciso et al.
4.1784262542292455e-06,2.872720358040665,2.872720358040665,0.8754748624812559,2.8727203580406657,0.8754748624812559,2.9802322387695312e-08
1.6365802788047041e-06,2.8718404696557576,2.8718404696557576,0.8721311373192839,2.8718404696557585,0.8721311373192839,2.9802322387695312e-08
1.6403390079402546e-06,2.8707226556981316,2.8707226556981316,0.8630049164231725,2.8707226556981307,0.8630049164231725,2.9802322387695312e-08
1.7561821037952648e-06,2.8699001381297036,2.8699001381297036,0.8554705207095956,2.8699001381297036,0.8554705207095956,2.9802322387695312e-08
1.7557431402119505e-06,2.868582608075367,2.868582608075367,0.8508627849081424,2.8685826080753665,0.8508627849081424,2.9802322387695312e-08
1.6947559232291385e-06,2.8668470979213247,2.8668470979213247,0.8455356396941892,2.8668470979213256,0.8455356396941892,2.9802322387695312e-08
1.6925918732475256e-06,2.865177305631535,2.865177305631535,0.8360191377835752,2.865177305631534,0.8360191377835752,2.9802322387695312e-08
1.6896756282244671e-06,2.863824456894063,2.863824456894063,0.8339588578752939,2.863824456894063,0.8339588578752939,2.9802322387695312e-08
9.495673030122202e-07,2.862444935240268,2.862444935240268,0.8297634292011802,2.8624449352402674,0.8297634292011802,2.9802322387695312e-08
6.066605252711806e-07,2.860296376663659,2.860296376663659,0.8218619015347016,2.860296376663659,0.8218619015347016,2.9802322387695312e-08
6.046302857327092e-07,2.8582756010782457,2.8582756010782457,0.8147834603663057,2.8582756010782457,0.8147834603663057,2.9802322387695312e-08
6.052896680260004e-07,2.85701551744282,2.85701551744282,0.8150663764564675,2.8570155174428202,0.8150663764564675,2.9802322387695312e-08
6.068265888383197e-07,2.8551450773275797,2.8551450773275797,0.8145150030657543,2.85514507732758,0.8145150030657543,2.9802322387695312e-08
6.063219021698835e-07,2.8541511875559995,2.8541511875559995,0.813861976579884,2.854151187556001,0.813861976579884,2.9802322387695312e-08
6.062602737648267e-07,2.8530441028743896,2.8530441028743896,0.8144367912290998,2.8530441028743887,0.8144367912290998,2.9802322387695312e-08
6.056091363527528e-07,2.8504885012124235,2.8504885012124235,0.812717988040373,2.8504885012124235,0.812717988040373,2.9802322387695312e-08
6.037808964040981e-07,2.848337216813487,2.848337216813487,0.81259482624339,2.8483372168134875,0.81259482624339,2.9802322387695312e-08
6.039255149519102e-07,2.8462742847509603,2.8462742847509603,0.8061358226409634,2.84627428475096,0.8061358226409634,2.9802322387695312e-08
6.018961915113516e-07,2.844586414951426,2.844586414951426,0.8005508411328927,2.844586414951426,0.8005508411328927,2.9802322387695312e-08
6.017433280823226e-07,2.8422021861563507,2.8422021861563507,0.7971460010968778,2.8422021861563507,0.7971460010968778,2.9802322387695312e-08
5.988407551266008e-07,2.840391464882086,2.840391464882086,0.7941412864976835,2.840391464882087,0.7941412864976835,2.9802322387695312e-08
6.002169007551883e-07,2.838701385172435,2.838701385172435,0.7890866001993132,2.838701385172434,0.7890866001993132,2.9802322387695312e-08
6.008072425784904e-07,2.8362826675617767,2.8362826675617767,0.7853279293048887,2.836282667561777,0.7853279293048887,2.9802322387695312e-08
6.029889297583073e-07,2.8335777930714734,2.8335777930714734,0.7799266996463858,2.833577793071473,0.7799266996463858,2.9802322387695312e-08
6.028239488523383e-07,2.83028470310423,2.83028470310423,0.7821528580865814,2.83028470310423,0.7821528580865814,2.9802322387695312e-08
3.071657393970114e-07,2.8279463769764535,2.8279463769764535,0.7804535276885305,2.827946376976453,0.7804535276885305,2.9802322387695312e-08
3.0769073233597745e-07,2.825572543963377,2.825572543963377,0.7717163907080955,2.825572543963377,0.7717163907080955,2.9802322387695312e-08
3.0792870109116174e-07,2.8224137348935976,2.8224137348935976,0.7725066393677004,2.8224137348935985,0.7725066393677004,2.9802322387695312e-08
2.3518839230864588e-07,2.8202551972495526,2.8202551972495526,0.7695161133501479,2.8202551972495535,0.7695161133501479,2.9802322387695312e-08
2.352093103114179e-07,2.8167274671418294,2.8167274671418294,0.7742191645817418,2.816727467141829,0.7742191645817418,2.9802322387695312e-08
2.350630957492733e-07,2.813801581671845,2.813801581671845,0.7691323775564772,2.813801581671845,0.7691323775564772,2.9802322387695312e-08
1.8577911750054603e-07,2.8103330029238123,2.8103330029238123,0.7677379360865539,2.810333002923812,0.7677379360865539,2.9802322387695312e-08
1.8540413168674566e-07,2.806906569954509,2.806906569954509,0.7651163812372274,2.806906569954509,0.7651163812372274,2.9802322387695312e-08
1.8514481480135484e-07,2.804313799659074,2.804313799659074,0.7575424669042989,2.804313799659075,0.7575424669042989,2.9802322387695312e-08
1.2378130369944074e-07,2.8007370783382988,2.8007370783382988,0.763155981909913,2.800737078338298,0.763155981909913,2.9802322387695312e-08
1.4948110184217827e-07,2.796907873645379,2.796907873645379,0.7612366047461906,2.7969078736453787,0.7612366047461906,2.9802322387695312e-08
8.849590846004809e-08,2.7932719718466723,2.7932719718466723,0.7601824064603485,2.7932719718466728,0.7601824064603485,2.9802322387695312e-08
8.844718377949501e-08,2.789684349530008,2.789684349530008,0.757831554225337,2.7896843495300074,0.757831554225337,2.9802322387695312e-08
7.618120040167266e-08,2.78592371311496,2.78592371311496,0.7569379091568527,2.785923713114959,0.7569379091568527,2.9802322387695312e-08
6.637710500402995e-08,2.783190906295549,2.783190906295549,0.7618994407810827,2.7831909062955495,0.7618994407810827,2.9802322387695312e-08
8.837848875578732e-08,2.777912867644217,2.777912867644217,0.7566331830939242,2.7779128676442175,0.7566331830939242,2.9802322387695312e-08
8.826887362425228e-08,2.7755200010170515,2.7755200010170515,0.7576960214340477,2.775520001017052,0.7576960214340477,2.9802322387695312e-08
8.823604760368751e-08,2.7713797104619253,2.7713797104619253,0.7588180005186864,2.7713797104619253,0.7588180005186864,2.9802322387695312e-08
6.623313420221725e-08,2.7671960032482525,2.7671960032482525,0.7577834139524774,2.767196003248252,0.7577834139524774,2.9802322387695312e-08
4.612489695362014e-08,2.763103620820907,2.763103620820907,0.7586464018776722,2.7631036208209077,0.7586464018776722,2.9802322387695312e-08
4.6119100655096495e-08,2.7590955880916788,2.7590955880916788,0.7569033743604341,2.759095588091679,0.7569033743604341,2.9802322387695312e-08
3.7349095901408134e-08,2.7550688826153333,2.7550688826153333,0.7547350644073931,2.7550688826153333,0.7547350644073931,2.9802322387695312e-08
3.372469243200594e-08,2.7487207228684,2.7487207228684,0.7501230647955949,2.748720722868399,0.7501230647955949,2.9802322387695312e-08
3.36706585183061e-08,2.743644046341114,2.743644046341114,0.7423948152140691,2.743644046341115,0.7423948152140691,2.9802322387695312e-08
2.80299965388559e-08,2.7385970079393513,2.7385970079393513,0.7451301613891357,2.738597007939351,0.7451301613891357,2.9802322387695312e-08
2.5789833450496102e-08,2.735151620537223,2.735151620537223,0.7436247182422845,2.735151620537223,0.7436247182422845,2.9802322387695312e-08
2.191232196899764e-08,2.731004441604481,2.731004441604481,0.7474929486470157,2.7310044416044805,0.7474929486470157,2.9802322387695312e-08
2.1941761593464557e-08,2.7261413613600602,2.7261413613600602,0.7473850681997899,2.7261413613600602,0.7473850681997899,2.9802322387695312e-08
2.0371961534283766e-08,2.720980672890514,2.720980672890514,0.7478010475662323,2.720980672890515,0.7478010475662323,2.9802322387695312e-08
1.891419792720613e-08,2.716086857853452,2.716086857853452,0.7405942995971457,2.7160868578534507,0.7405942995971457,2.9802322387695312e-08
1.8911199682355197e-08,2.712848073774508,2.712848073774508,0.7351731538991342,2.7128480737745075,0.7351731538991342,2.9802322387695312e-08
1.7633864848169547e-08,2.7086700318304224,2.7086700318304224,0.7330559769322688,2.7086700318304224,0.7330559769322688,2.9802322387695312e-08
1.538790142565612e-08,2.7029378149127594,2.7029378149127594,0.7388482335566675,2.702937814912759,0.7388482335566675,2.9802322387695312e-08
1.440933815077473e-08,2.69919958499665,2.69919958499665,0.7437669473930663,2.699199584996649,0.7437669473930663,2.9802322387695312e-08
1.4378654482439478e-08,2.6938651171278485,2.6938651171278485,0.7424927520216247,2.693865117127848,0.7424927520216247,2.9802322387695312e-08
1.4355852680137076e-08,2.6890141971127006,2.6890141971127006,0.7368010784034673,2.6890141971127006,0.7368010784034673,2.9802322387695312e-08
1.4364876212048266e-08,2.683070078939329,2.683070078939329,0.746565923423923,2.6830700789393305,0.746565923423923,2.9802322387695312e-08
1.1956601478564742e-08,2.675622736753333,2.675622736753333,0.7416936627132179,2.675622736753333,0.7416936627132179,2.9802322387695312e-08
1.0716730441714618e-08,2.669894330359493,2.669894330359493,0.7393397756494099,2.669894330359493,0.7393397756494099,2.9802322387695312e-08
9.148866207553784e-09,2.664597242299142,2.664597242299142,0.7382735616385949,2.664597242299143,0.7382735616385949,2.9802322387695312e-08
9.160590048671966e-09,2.659799205420184,2.659799205420184,0.7320618743068187,2.6597992054201836,0.7320618743068187,2.9802322387695312e-08
7.915248793162965e-09,2.6552293163777243,2.6552293163777243,0.7265114864224548,2.6552293163777247,0.7265114864224548,2.9802322387695312e-08
7.543271137493887e-09,2.6488867892819195,2.6488867892819195,0.7242647092962011,2.6488867892819195,0.7242647092962011,2.9802322387695312e-08
7.198795590445619e-09,2.642672833826602,2.642672833826602,0.7179542103670156,2.6426728338266012,0.7179542103670156,2.9802322387695312e-08
6.905172147086526e-09,2.6363671321227855,2.6363671321227855,0.7131193372036486,2.6363671321227855,0.7131193372036486,2.9802322387695312e-08
6.33596481143109e-09,2.6310670379611154,2.6310670379611154,0.7092754863218079,2.6310670379611163,0.7092754863218079,2.9802322387695312e-08
6.070738603525821e-09,2.6235293044519885,2.6235293044519885,0.703505370397802,2.6235293044519885,0.703505370397802,2.9802322387695312e-08
5.36857970355671e-09,2.6179417906233264,2.6179417906233264,0.7018485674749635,2.6179417906233278,0.7018485674749635,2.9802322387695312e-08
5.162466269063515e-09,2.611401761723897,2.611401761723897,0.6938395680158363,2.6114017617238976,0.6938395680158363,2.9802322387695312e-08
4.78373631442517e-09,2.6051827486070183,2.6051827486070183,0.6895327264618831,2.6051827486070183,0.6895327264618831,2.9802322387695312e-08
4.149602836271418e-09,2.5980268195975835,2.5980268195975835,0.6827998445269808,2.598026819597584,0.6827998445269808,2.9802322387695312e-08
3.7502303341083975e-09,2.5896005556288615,2.5896005556288615,0.6806535955453177,2.589600555628862,0.6806535955453177,2.9802322387695312e-08
3.405864780078769e-09,2.583320932571525,2.583320932571525,0.6732610337343798,2.583320932571524,0.6732610337343798,2.9802322387695312e-08
3.1108018366429946e-09,2.577714882908485,2.577714882908485,0.6678901820440124,2.577714882908485,0.6678901820440124,2.9802322387695312e-08
2.924154582413681e-09,2.5716597502865826,2.5716597502865826,0.6637056129626323,2.5716597502865834,0.6637056129626323,2.9802322387695312e-08
2.6176190695330397e-09,2.5668465672538865,2.5668465672538865,0.6618696638204394,2.5668465672538847,0.6618696638204394,2.9802322387695312e-08
2.4115843172156574e-09,2.5610470929964877,2.5610470929964877,0.6592916298026315,2.561047092996488,0.6592916298026315,2.9802322387695312e-08
2.4736159402672026e-09,2.5559104749368635,2.5559104749368635,0.6573243055295326,2.5559104749368635,0.6573243055295326,2.9802322387695312e-08
2.1182410950061145e-09,2.545945209198763,2.545945209198763,0.6543130825687213,2.5459452091987633,0.6543130825687213,2.9802322387695312e-08
1.9258976515878603e-09,2.537318381195126,2.537318381195126,0.6501855644483737,2.5373183811951265,0.6501855644483737,2.97275355438495e-08
1.755602046470767e-09,2.529149245390048,2.529149245390048,0.6445494309936006,2.529149245390048,0.6445494309936006,2.97275355438495e-08
1.7165862475876744e-09,2.5233262189056815,2.5233262189056815,0.6401728022503412,2.523326218905681,0.6401728022503412,2.97275355438495e-08
1.678715553058375e-09,2.514786175559502,2.514786175559502,0.6344979268899402,2.5147861755595025,0.6344979268899402,2.97275355438495e-08
1.6391594298766888e-09,2.506133757579199,2.506133757579199,0.6301068024237385,2.506133757579199,0.6301068024237385,2.97275355438495e-08
1.5703578094014551e-09,2.5000750767977453,2.5000750767977453,0.6287113436652686,2.5000750767977458,0.6287113436652686,2.97275355438495e-08
1.5035051276931557e-09,2.491066638443964,2.491066638443964,0.6211166860374879,2.491066638443963,0.6211166860374879,2.96529363723582e-08
1.4416968864012454e-09,2.484154400615994,2.484154400615994,0.6175468912615345,2.4841544006159917,0.6175468912615345,2.96529363723582e-08
1.4442274761343542e-09,2.476171891505325,2.476171891505325,0.612350380574265,2.4761718915053255,0.612350380574265,2.96529363723582e-08
1.3554534298745184e-09,2.4671402088363625,2.4671402088363625,0.6050822856629706,2.4671402088363625,0.6050822856629706,2.97275355438495e-08
1.3013057627844091e-09,2.4567997387897127,2.4567997387897127,0.6023773960513545,2.4567997387897123,0.6023773960513545,2.97275355438495e-08
1.2029355245372613e-09,2.4493840989461813,2.4493840989461813,0.5965363157598261,2.4493840989461826,0.5965363157598261,2.97275355438495e-08
1.075496665324072e-09,2.4426060188038745,2.4426060188038745,0.5927485518888873,2.442606018803874,0.5927485518888873,2.97275355438495e-08
9.836644052035956e-10,2.4322791987424264,2.4322791987424264,0.5898699390988748,2.4322791987424255,0.5898699390988748,2.97275355438495e-08
9.651904810639393e-10,2.421999340126124,2.421999340126124,0.5847161435241133,2.4219993401261237,0.5847161435241133,2.97275355438495e-08
9.033454136458471e-10,2.4152476007673283,2.4152476007673283,0.5772158083474586,2.415247600767329,0.5772158083474586,2.965217996813917e-08
8.175960741573535e-10,2.4064194153332523,2.4064194153332523,0.5783168335834499,2.4064194153332523,0.5783168335834499,2.9802322387695312e-08
7.942283891760683e-10,2.395632907339761,2.395632907339761,0.573431100378052,2.3956329073397615,0.573431100378052,2.9802322387695312e-08
7.812087700371585e-10,2.388522093863725,2.388522093863725,0.5752469205710783,2.3885220938637235,0.5752469205710783,2.9802322387695312e-08
7.571120276326575e-10,2.3819423196288736,2.3819423196288736,0.5735538514327232,2.3819423196288727,0.5735538514327232,2.9802322387695312e-08
7.216120893129822e-10,2.371558673307125,2.371558673307125,0.5700677701972504,2.3715586733071254,0.5700677701972504,2.9802322387695312e-08
7.014809440217934e-10,2.36322581616203,2.36322581616203,0.5615949936381007,2.36322581616203,0.5615949936381007,2.9802322387695312e-08
6.599431470239237e-10,2.3543443239646855,2.3543443239646855,0.558571886832725,2.3543443239646855,0.558571886832725,2.9802322387695312e-08
5.985549273966117e-10,2.344847258382119,2.344847258382119,0.5557139226438794,2.344847258382119,0.5557139226438794,2.9802322387695312e-08
5.679282325696281e-10,2.3343092841685396,2.3343092841685396,0.5501772584094322,2.3343092841685396,0.5501772584094322,2.9802322387695312e-08
5.302988597152306e-10,2.323427661596687,2.323427661596687,0.5522615633331389,2.3234276615966873,0.5522615633331389,2.9802322387695312e-08
5.243013618461701e-10,2.3161412790407745,2.3161412790407745,0.544197406363267,2.3161412790407754,0.544197406363267,2.9802322387695312e-08
4.964037025075311e-10,2.3057023467747766,2.3057023467747766,0.5433768302629387,2.305702346774775,0.5433768302629387,2.97275355438495e-08
4.795359722067636e-10,2.296605647796846,2.296605647796846,0.5365427435867166,2.2966056477968446,0.5365427435867166,2.97275355438495e-08
4.5207115041615847e-10,2.2858013653058418,2.2858013653058418,0.5306463940812187,2.2858013653058418,0.5306463940812187,2.9577769896195224e-08
4.368223713138368e-10,2.2760477977230873,2.2760477977230873,0.5249026691278467,2.276047797723088,0.5249026691278467,2.9577769896195224e-08
4.1651234070042906e-10,2.2655729784927363,2.2655729784927363,0.5211163469665192,2.2655729784927368,0.5211163469665192,2.9577769896195224e-08
3.8049126112788245e-10,2.25575981479031,2.25575981479031,0.5185805064377768,2.2557598147903084,0.5185805064377768,2.9577769896195224e-08
3.530534366376905e-10,2.2467026367909124,2.2467026367909124,0.5162302584803221,2.246702636790913,0.5162302584803221,2.96529363723582e-08
3.4619172298732e-10,2.2365465330008734,2.2365465330008734,0.5117953181984028,2.236546533000874,0.5117953181984028,2.9503546551123047e-08
3.315661041586273e-10,2.2254986928345852,2.2254986928345852,0.5101604017695646,2.225498692834586,0.5101604017695646,2.9503546551123047e-08
3.22683665809222e-10,2.2176892475985754,2.2176892475985754,0.5022066111125746,2.2176892475985754,0.5022066111125746,2.9503546551123047e-08
3.0965846354225416e-10,2.2102913597329006,2.2102913597329006,0.499805680357508,2.2102913597328993,0.499805680357508,2.9503546551123047e-08
2.9135974331203613e-10,2.2013655580893565,2.2013655580893565,0.49994598737088586,2.201365558089357,0.49994598737088586,2.9503546551123047e-08
2.7252988289840465e-10,2.1908052305837975,2.1908052305837975,0.49601463746981833,2.1908052305837997,0.49601463746981833,2.957776989619522e-08
2.5579943208345923e-10,2.181365768679798,2.181365768679798,0.49270498901643256,2.181365768679799,0.49270498901643256,2.96529363723582e-08
2.5352080425088274e-10,2.1707447285960217,2.1707447285960217,0.4882314580084178,2.1707447285960217,0.4882314580084178,2.96529363723582e-08
2.449257674425104e-10,2.1615079822585757,2.1615079822585757,0.4825938926246788,2.161507982258576,0.4825938926246788,2.957852440227076e-08
2.404045414237157e-10,2.1550618170090337,2.1550618170090337,0.4816527346762247,2.155061817009033,0.4816527346762247,2.9429509464344625e-08
2.303783107647001e-10,2.144282932797835,2.144282932797835,0.4780912353350898,2.1442829327978346,0.4780912353350898,2.9578524402270763e-08
2.1504555048354515e-10,2.13300836347934,2.13300836347934,0.47416787040530756,2.13300836347934,0.47416787040530756,2.9429509464344625e-08
2.0734422609269332e-10,2.1215367900443347,2.1215367900443347,0.4716651029957669,2.121536790044335,0.4716651029957669,2.9429509464344625e-08
2.0219570668539692e-10,2.112764304694926,2.112764304694926,0.46836727148785656,2.112764304694925,0.46836727148785656,2.9578524402270763e-08
1.9785012246600657e-10,2.1048952696532517,2.1048952696532517,0.4624235757323539,2.1048952696532512,0.4624235757323539,2.9578524402270763e-08
1.8689587798127664e-10,2.093575626261844,2.093575626261844,0.4601284605190019,2.0935756262618432,0.4601284605190019,2.9578524402270763e-08
1.7839538929288973e-10,2.080405805585157,2.080405805585157,0.4555552073765066,2.0804058055851566,0.4555552073765066,2.950354655112305e-08
1.7154097030197796e-10,2.0711661704774684,2.0711661704774684,0.45478963474015854,2.071166170477469,0.45478963474015854,2.950354655112305e-08
1.6716776574525881e-10,2.062813750793936,2.062813750793936,0.4453396992598103,2.0628137507939366,0.4453396992598103,2.950354655112305e-08
1.5512144055322468e-10,2.0506874728887263,2.0506874728887263,0.4449506233912022,2.0506874728887268,0.4449506233912022,2.96529363723582e-08
1.5203788893681898e-10,2.0394761928999596,2.0394761928999596,0.43846961373987986,2.03947619289996,0.43846961373987986,2.965293637235821e-08
1.4997177892160915e-10,2.0324060639914405,2.0324060639914405,0.4349056737556544,2.0324060639914414,0.4349056737556544,2.9429509464344625e-08
1.463486893189491e-10,2.0195376144653268,2.0195376144653268,0.4363899841503184,2.0195376144653254,0.4363899841503184,2.927819591961479e-08
1.440936190808824e-10,2.0092930010399668,2.0092930010399668,0.4329910752745739,2.009293001039968,0.4329910752745739,2.927819591961479e-08
1.4118209685838232e-10,2.0030351043890913,2.0030351043890913,0.43116132840114424,2.003035104389093,0.43116132840114424,2.927819591961479e-08
1.3806655318261236e-10,1.9910705031424047,1.9910705031424047,0.42868016277961046,1.9910705031424047,0.42868016277961046,2.942569406178082e-08
1.3475710364384024e-10,1.9772645262658086,1.9772645262658086,0.4291651389703299,1.9772645262658077,0.4291651389703299,2.9351852340379888e-08
1.2828791086863738e-10,1.965698582167647,1.965698582167647,0.43009630154232037,1.9656985821676465,0.43009630154232037,2.9354909347382788e-08
1.2433289384403866e-10,1.9570956823776178,1.9570956823776178,0.4260075875780307,1.9570956823776182,0.4260075875780307,2.9428758759428142e-08
1.1842940914478322e-10,1.9451723735789352,1.9451723735789352,0.4276247281294928,1.9451723735789346,0.4276247281294928,2.9428758759428142e-08
1.1392975634021207e-10,1.9316712579725188,1.9316712579725188,0.4249671544400437,1.9316712579725188,0.4249671544400437,2.950354655112305e-08
1.1038783425572509e-10,1.9196020944683685,1.9196020944683685,0.42204645964621834,1.919602094468369,0.42204645964621834,2.942950946434462e-08
1.0896543350078369e-10,1.9084065093680334,1.9084065093680334,0.419356133041713,1.9084065093680338,0.419356133041713,2.942950946434462e-08
1.0321904635189216e-10,1.897304824288843,1.897304824288843,0.41732024012756747,1.8973048242888424,0.41732024012756747,2.9355658168457775e-08
1.0184465706496699e-10,1.8879658556984085,1.8879658556984085,0.4154963092707796,1.887965855698409,0.4154963092707796,2.9429509464344625e-08
9.839370030692962e-11,1.8760571399275714,1.8760571399275714,0.4115809654908719,1.8760571399275707,0.4115809654908719,2.950354655112305e-08
9.47824771452085e-11,1.8605214666558243,1.8605214666558243,0.4106555218410617,1.8605214666558245,0.4106555218410617,2.950354655112305e-08
9.056497198462121e-11,1.8448309436171697,1.8448309436171697,0.40772610246575164,1.8448309436171695,0.40772610246575164,2.9429509464344625e-08
8.814643510891875e-11,1.8355768177013625,1.8355768177013625,0.40440426582543154,1.835576817701361,0.40440426582543154,2.9281992197233274e-08
8.576317260577528e-11,1.8265303401574555,1.8265303401574555,0.40139297573532334,1.8265303401574562,0.40139297573532334,2.9429509464344625e-08
8.303569444914495e-11,1.8167769341153752,1.8167769341153752,0.39857188143422073,1.816776934115375,0.39857188143422073,2.9429509464344625e-08
8.177513449892069e-11,1.8046557194355288,1.8046557194355288,0.3926248432558295,1.8046557194355273,0.3926248432558295,2.9354909347382788e-08
8.057485884476824e-11,1.7956209054608598,1.7956209054608598,0.38813199768941237,1.7956209054608607,0.38813199768941237,2.9354909347382788e-08
7.752156528355134e-11,1.7851484627767094,1.7851484627767094,0.3880992923732803,1.78514846277671,0.3880992923732803,2.928124525527241e-08
7.667182319390357e-11,1.7718118541425423,1.7718118541425423,0.3848507221985267,1.7718118541425416,0.3848507221985267,2.90575925802223e-08
7.437673830352827e-11,1.7577925920353346,1.7577925920353346,0.3795898368765149,1.7577925920353343,0.3795898368765149,2.90575925802223e-08
7.294018378924756e-11,1.7497264545791549,1.7497264545791549,0.37551835139599016,1.7497264545791555,0.37551835139599016,2.90575925802223e-08
6.988526862985927e-11,1.73561182547146,1.73561182547146,0.37665717834781,1.7356118254714592,0.37665717834781,2.9132969588467366e-08
6.792574318371377e-11,1.7233779506174012,1.7233779506174012,0.3711476507555747,1.7233779506174016,0.3711476507555747,2.9355658168457785e-08
6.786526169899236e-11,1.7155322100055777,1.7155322100055777,0.36871163864009027,1.7155322100055777,0.36871163864009027,2.9355658168457785e-08
6.571393740468598e-11,1.7070389368001557,1.7070389368001557,0.36324700610914173,1.7070389368001557,0.36324700610914173,2.9355658168457785e-08
6.505267727177554e-11,1.6964775527170102,1.6964775527170102,0.3602685661413485,1.6964775527170117,0.3602685661413485,2.9281992197233277e-08
6.302771217378055e-11,1.6837823011383986,1.6837823011383986,0.36039008504165226,1.6837823011383988,0.36039008504165226,2.8683368761287515e-08
6.121606754953045e-11,1.6724450808783926,1.6724450808783926,0.3592994429444603,1.6724450808783908,0.3592994429444603,2.8683368761287515e-08
5.8483417907313e-11,1.65805828388854,1.65805828388854,0.36363763784317427,1.6580582838885396,0.36363763784317427,2.8611389853314625e-08
5.661815032159973e-11,1.6490425405277873,1.6490425405277873,0.36224214156641915,1.6490425405277869,0.36224214156641915,2.8539591571377547e-08
5.559630180978948e-11,1.6377369460601434,1.6377369460601434,0.35914159322545713,1.637736946060144,0.35914159322545713,2.8539591571377547e-08
5.39605883577453e-11,1.6271978543153998,1.6271978543153998,0.3624477866686643,1.6271978543153995,0.3624477866686643,2.8467973462207872e-08
5.229148272800038e-11,1.6186234336820013,1.6186234336820013,0.36117877245443003,1.6186234336820027,0.36117877245443003,2.8539591571377547e-08
5.1162292206515766e-11,1.608843551166808,1.608843551166808,0.35785309121939113,1.6088435511668084,0.35785309121939113,2.8252754225381702e-08
4.955252438564103e-11,1.5953600868528937,1.5953600868528937,0.3582914909631868,1.5953600868528923,0.3582914909631868,2.832383089823105e-08
4.896296827101855e-11,1.5855503596230773,1.5855503596230773,0.35338964778173443,1.5855503596230778,0.35338964778173443,2.832383089823105e-08
4.8037021036924356e-11,1.5759288859970135,1.5759288859970135,0.3465587056083337,1.5759288859970142,0.3465587056083337,2.811041844284298e-08
4.669508616866617e-11,1.5633465306958214,1.5633465306958214,0.34207771508889045,1.5633465306958212,0.34207771508889045,2.818185591447221e-08
4.574193260738445e-11,1.553078089799656,1.553078089799656,0.33883438745841177,1.5530780897996557,0.33883438745841177,2.8181855914472206e-08
4.461570745132345e-11,1.5411056338411435,1.5411056338411435,0.335778215290944,1.5411056338411424,0.335778215290944,2.8040592589248742e-08
4.41957458209134e-11,1.5296446719277117,1.5296446719277117,0.334643839296735,1.5296446719277117,0.334643839296735,2.797022668312788e-08
4.3682818027483014e-11,1.5190194140821958,1.5190194140821958,0.33063110424480946,1.5190194140821969,0.33063110424480946,2.789932566506849e-08
4.2987369934989483e-11,1.5112938401688965,1.5112938401688965,0.3283271537364132,1.5112938401688958,0.3283271537364132,2.789932566506849e-08
4.237757712506234e-11,1.5013542931998345,1.5013542931998345,0.32294430483765457,1.5013542931998358,0.32294430483765457,2.789932566506849e-08
4.1829229000772005e-11,1.4897903829872339,1.4897903829872339,0.3215826156590345,1.4897903829872343,0.3215826156590345,2.7828604372201146e-08
4.1060638160661486e-11,1.477564554946763,1.477564554946763,0.31689293332352625,1.4775645549467633,0.31689293332352625,2.7689111742550496e-08
3.9417356492976507e-11,1.4654054519885755,1.4654054519885755,0.31789892472066994,1.4654054519885746,0.31789892472066994,2.7550318328479136e-08
