Optimas, 10210(0 1 4 2 5 3 7 9 6 8), 1689280(4 6 9 1 2 3 7 8 0 5), 486002(1 4 0 6 2 3 5 8 7 9), 324738(0 9 1 5 2 3 8 4 6 7), 1120434(3 0 8 4 1 9 7 2 5 6), 1699998(4 7 1 3 0 8 5 2 6 9), 2117037(5 8 4 0 2 9 7 3 6 1), 1406637(3 8 9 0 5 7 6 2 4 1), 1204758(3 2 9 0 4 7 5 1 6 8), 258085(0 7 4 2 5 8 6 1 9 3)
H-Axis, Max distance, Ratio,LCDM,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,3628800,100,0.008978525767635592,0,0,0,0,28.706790156834323,4486608.04,4045933.38,0.39989764014841817,0.9000194954954956,28.706790156834323,0.9718811335048204,28.706790156834323,0.9710399740282043,605548303530.58,0.17677669529663675
99,3592512,99,0.008969121064402188,0,0,0,0,28.70560669782013,4486373.5,4046044.04,0.39988435427058844,0.8999731931931934,28.70560669782013,0.9711491782875626,28.705606697820134,0.9699237953671779,597265989452.9,0.17677669529663675
98,3556224,98,0.00876428838210898,0,0,0,0,28.70527547910236,4486367.62,4045851.86,0.3998775483759798,0.8999720000000001,28.70527547910236,0.9700597769761639,28.70527547910236,0.9668165456289843,591597565305.78,0.17677669529663675
97,3519936,97,0.008808676421479412,0,0,0,0,28.704376365511827,4485960.42,4045958.28,0.3998559231726466,0.8998899019019022,28.704376365511827,0.9700574207609839,28.70437636551183,0.9670310895628035,587459467281.54,0.17677669529663675
96,3483648,96,0.008696095042612706,0,0,0,0,28.70513524298173,4486079.2,4045674.48,0.3998614367422124,0.8999160880880881,28.70513524298173,0.9687622670912662,28.70513524298173,0.9677915988268012,580537587437.22,0.17677669529663675
95,3447360,95,0.008541407598931272,0,0,0,0,28.70446882533417,4485613.16,4045618.06,0.3998484604647294,0.8998198398398399,28.70446882533417,0.967929031149669,28.704468825334164,0.9642064144293717,575706623717.52,0.17677669529663675
94,3411072,94,0.008535877178730202,0,0,0,0,28.700792019142774,4485062.96,4045587.26,0.3997956834835988,0.8997111191191195,28.700792019142774,0.9665624302366226,28.700792019142774,0.9639409036289982,566426453822.3,0.17677669529663675
93,3374784,93,0.008470428821414971,0,0,0,0,28.700312243465966,4484794.42,4045456.86,0.3997806515505576,0.8996559119119119,28.700312243465966,0.965103718193333,28.700312243465966,0.9641432248089052,561950859433.9,0.17677669529663675
92,3338496,92,0.008149451512135275,0,0,0,0,28.70112377078251,4484378.9,4045496.22,0.39979311221459624,0.899572184184184,28.70112377078251,0.9639984555761761,28.701123770782516,0.9628350487310672,556595578564.38,0.17677669529663675
91,3302208,91,0.008397796718906723,0,0,0,0,28.70023328161004,4483884.06,4045463.16,0.39977651345845566,0.8994735935935938,28.70023328161004,0.9636777480935873,28.700233281610036,0.9624346558329796,550966832550.74,0.17677669529663675
90,3265920,90,0.008301570801892741,0,0,0,0,28.695848009998613,4483039.16,4045505.66,0.3997190259810823,0.8993044684684685,28.695848009998613,0.962833732580854,28.695848009998613,0.9613783847150892,546973267392.1,0.17677669529663675
89,3229632,89,0.008274852327341646,0,0,0,0,28.69274116123441,4482329.18,4045428.22,0.3996695467173208,0.8991622222222224,28.69274116123441,0.9587396514421822,28.692741161234412,0.957103067849373,538949624256.06,0.17677669529663675
88,3193344,88,0.008100213384728728,0,0,0,0,28.69251444095838,4481592.7,4045367.76,0.39965613752612567,0.8990143063063065,28.69251444095838,0.9614220863885727,28.69251444095838,0.9580209976119562,532050038369.04,0.17677669529663675
