Optimas, 506(0 5 2 1 4 3 6), 3025(4 1 2 0 3 6 5), 1680(2 3 0 1 4 5 6), 2147(2 6 5 1 4 3 0)
H-Axis, Max distance, Ratio,Ours-a=1.0,Ours-a=0.9,Ours-a=0.8,Ours-a=0.7,Ours-a=0.6,Ours-a=0.5,Ours-a=0.4
20,1008,20,0.009588904313253105,0.009593328014455522,0.009587728716810153,0.009644235983262379,0.009695256749187283,0.009831537425988471,0.009938034258560244
19,957.6,19,0.009249635537790853,0.009269254718425619,0.00927978879062325,0.009331369145380061,0.009392231583181114,0.009547545376607328,0.009609164418921928
18,907.2,18,0.008816376147910539,0.008774827698939005,0.008762707360612354,0.008801304036549561,0.008905397260957633,0.009034830177142222,0.009178424099365229
17,856.8,17,0.008543706677904267,0.008565830074947123,0.008562273085399565,0.008605320477685105,0.008664161800019358,0.008832313239455488,0.008931367950783415
16,806.4,16,0.008147790134593037,0.008160619407792198,0.008197503888917278,0.008258647213301641,0.008395317011395806,0.008552948072050762,0.008666280527231925
15,756,15,0.007952364648436197,0.007946813267751205,0.007959401879547783,0.007992581981088237,0.008180566002594584,0.008382422671495691,0.008479352221505898
14,705.6,14,0.007761143861636063,0.007762554384783049,0.00777551578308782,0.007823023778128739,0.007985390103446082,0.008153727965186108,0.008265275794393899
13,655.2,13,0.007369965505671506,0.007376306719567194,0.007420586163424522,0.007487514734124955,0.007653564837221293,0.007799547893350248,0.00786237050858956
12,604.8,12,0.006773525306101081,0.006774189310439302,0.006808748659853414,0.006893736057927431,0.007033181103299512,0.00718278575854867,0.007246889034459524
11,554.4,11,0.0064340754741861374,0.006439042991448516,0.00644761873572156,0.0065247136320078095,0.006706128010145197,0.006856587546045605,0.006897048986444434
10,504,10,0.006843082335911558,0.006875076646742876,0.006957501142924214,0.007051887458241338,0.007212230995736444,0.007298810446826053,0.007328129896191774
9,453.6,9,0.007911456985953835,0.007991228294172186,0.008150664708772572,0.008193632543793357,0.008209129683316791,0.008268298024526964,0.008278874799997737
8,403.2,8,0.007784477954004253,0.00787104461918954,0.007961082676193339,0.007922748943973483,0.007937130541977184,0.007945795215534847,0.007996622861325676
7,352.8,7,0.0071453659891382235,0.007257650105441334,0.007265147970816985,0.0072938898629274366,0.00727573025162206,0.007285224458230734,0.007314871018300703
6,302.4,6,0.00624586651249494,0.006390281617525123,0.006393450800406973,0.006359515252016437,0.006335119353770985,0.006304226584298156,0.006290497209445392
5,252,5,0.005366553009552748,0.005418292609592575,0.00546144135216601,0.00543653253218379,0.005406838945121433,0.005387960737469606,0.005370275958300459
4,201.6,4,0.004625241205934702,0.004735680549898795,0.00488346604735602,0.004900000030540337,0.004882796862724742,0.004866927813683296,0.004850791961687734
3,151.2,3,0.0040371501875409496,0.004059818943675351,0.004107011097310339,0.004182405129002238,0.00419116621192435,0.004195452513724763,0.0041754319857571194
2,100.8,2,0.002938245388245389,0.002938245388245389,0.002938245388245389,0.0029478751217043,0.0030175144825599666,0.002994391686949459,0.002986359388438509
1,50.4,1,0.002941055341055341,0.0031300034921328723,0.003158817726817101,0.0030712146179399246,0.002993935766614337,0.00299307953950811,0.0029902453071640987
