Best Cost, Avg Cost
945744.4625700694,5220598.845470857
945744.4625700694,5000528.735796574
945744.4625700694,4724267.413606715
945744.4625700694,4309005.433079206
945744.4625700694,3777589.6489389045
945744.4625700694,3183535.1121275155
945744.4625700694,2598290.6630236832
945744.4625700694,2131415.2614006097
945744.4625700694,1808092.0226414297
945744.4625700694,1596114.7064896342
945744.4625700694,1419366.7032692984
945744.4625700694,1306851.6979836372
945744.4625700694,1267270.8919103881
945744.4625700694,1232526.8247782288
945744.4625700694,1217817.1840311151
945744.4625700694,1199299.1504801027
945744.4625700694,1187022.378825528
945744.4625700694,1170982.4991447788
945744.4625700694,1166318.5649130978
945744.4625700694,1148340.8898578866
945744.4625700694,1140896.3091056803
945744.4625700694,1141544.128094983
945744.4625700694,1126179.738396772
945744.4625700694,1114554.3942579506
945744.4625700694,1106148.146319981
945744.4625700694,1098909.1951474515
945744.4625700692,1085442.7945589228
945744.4625700692,1083760.9521179565
935008.8450862428,1069423.9030314991
935008.8450862428,1068020.4456001555
935008.8450862428,1054913.6701064266
935008.8450862428,1054800.204630922
935008.8450862428,1049728.0652982695
935008.8450862428,1038438.3400283281
935008.8450862428,1024440.3784846431
935008.8450862428,1028345.2758346488
935008.8450862428,1023296.1116135817
935008.8450862428,1014733.5731768125
935008.8450862428,1013588.5675131531
935008.8450862428,1018330.0461661237
935008.8450862428,1008735.7557416017
935008.8450862428,1016380.1301104662
935008.8450862428,1005915.4544560697
935008.8450862428,1002562.0036122304
935008.8450862428,1016059.5958152621
935008.8450862428,994127.3151201394
935008.8450862428,1006702.1910037404
935008.8450862428,1002296.370741476
935008.8450862428,1003144.9220780511
935008.8450862428,993275.7270313144
935008.8450862428,984906.6784049439
935008.8450862428,990648.2900907216
932158.3013569022,999966.0609544845
932158.3013569019,981450.0667618401
932158.3013569019,980815.2128186111
932158.3013569019,981096.6803203593
932158.3013569019,988359.4024094306
932158.3013569019,983189.9957701324
932158.3013569019,980882.1728229986
932158.3013569019,974309.7830040706
932158.3013569019,967668.2591405587
932158.3013569019,975579.5221210084
932158.3013569019,969503.9328119322
932158.3013569019,974505.8463002497
932158.3013569019,971405.4998109606
932158.3013569019,964184.013407844
932158.3013569019,971174.7767985931
932158.3013569019,972351.6202592362
932158.3013569019,967873.0320818952
932158.3013569019,968069.7736596909
932158.3013569019,975277.1278829772
932158.3013569019,972957.7733664211
932158.3013569019,970281.8476257456
932158.3013569019,963807.9405450104
932158.3013569019,959494.8560620456
932158.3013569019,958065.9204791278
932158.3013569019,962078.2103589319
932158.3013569019,967895.1152399397
932158.3013569019,962613.4919371494
932158.3013569019,959780.4900556797
932158.3013569019,965086.2700150289
932158.3013569019,966482.8375365118
932158.3013569019,967684.7636704912
932158.3013569019,968872.6805782259
932158.3013569019,966996.3786519639
932158.3013569019,962985.2813021174
932158.3013569019,953621.727750402
932158.3013569019,962001.7810747906
932158.3013569019,964667.4732378557
932158.3013569019,962062.8419727194
932158.3013569019,962774.1788704434
932158.3013569019,966744.9868389458
932158.3013569019,959002.0448361912
932158.3013569019,961849.1995127529
932158.3013569019,959951.9220776352
932158.3013569019,960797.8870412882
932158.3013569019,960419.3371429469
932158.3013569019,961283.8582417988
932158.3013569019,970886.8226815389
932158.3013569019,961053.2480761367
932158.3013569019,965511.2107998788
932158.3013569019,956029.8613487593
932158.3013569019,962135.566145007
932158.3013569019,955801.5606355731
932158.3013569019,957518.4848902009
932158.3013569019,958173.1302568347
932158.3013569019,964993.2532375657
932158.3013569019,958503.3811068923
932158.3013569019,956985.2272024547
932158.3013569019,964488.1152614942
932158.3013569019,963776.050647322
932158.3013569019,968359.6278483202
932158.3013569019,958803.0515722538
932158.3013569019,967587.7016295514
932158.3013569019,968060.6471469812
932158.3013569019,973162.093679694
932158.3013569019,957535.8569715448
932158.3013569019,963802.8307623877
932158.3013569019,958424.4112489878
932158.3013569019,965772.6595920081
932158.3013569019,961361.2193535403
932158.3013569019,960595.5163189975
932158.3013569019,967276.2776320342
932158.3013569019,967834.953424547
932158.3013569019,966036.1139050293
932158.3013569019,973500.7293157103
932158.3013569019,967060.8052889161
932158.3013569019,963838.0123247941
932158.3013569019,964948.032083026
932158.3013569019,959557.9836481173
932158.3013569019,959672.6722458208
932158.3013569019,961774.5464592857
932158.3013569019,964343.3611586462
932158.3013569019,959225.1529998954
932158.3013569019,966430.4615279551
932158.3013569019,966689.9216529066
932158.3013569019,970688.3014930536
932158.3013569019,964271.5182098906
932158.3013569019,959448.58968715
932158.3013569019,964336.3675444013
932158.3013569019,963725.4627852999
932158.3013569019,958061.0913996005
932158.3013569019,960730.2400031552
932158.3013569019,959390.0925427026
932158.3013569019,961321.145985962
932158.3013569019,966559.207704983
932158.3013569019,969315.8357838765
932158.3013569019,959383.7832405553
932158.3013569019,958438.8050560695
932158.3013569019,962694.841598741
932158.3013569019,965807.6458352949
932158.3013569019,966922.1709018239
932158.3013569019,968302.1082138458
932158.3013569019,962160.0529969919
932158.3013569019,962407.1089533988
932158.3013569019,953190.790217343
932158.3013569019,966752.7375102257
932158.3013569019,966244.4393598704
932158.3013569019,957570.6011012862
932158.3013569019,966192.0287895487
932158.3013569019,962936.1341355351
932158.3013569019,961111.9468756743
932158.3013569019,962383.0067382364
932158.3013569019,966374.5193679812
932158.3013569019,964040.2653940797
932158.3013569019,966131.4114252822
932158.3013569019,969856.1079549799
932158.3013569019,967923.967432759
932158.3013569019,959967.5006163648
932158.3013569019,973618.271648655
932158.3013569019,959624.2554806616
932158.3013569019,962757.5496564485
932158.3013569019,963029.0882637687
932158.3013569019,966796.6902288124
932158.3013569019,953975.4920257679
932158.3013569019,962340.6380806543
932158.3013569019,957416.2272639611
932158.3013569019,963193.5063478181
932158.3013569019,959050.7210231515
932158.3013569019,965219.5826456913
932158.3013569019,966426.1240911239
932158.3013569019,963280.4760229635
932158.3013569019,969058.3770615308
932158.3013569019,967070.0829461864
932158.3013569019,958263.4485649639
932158.3013569019,963562.5589835491
932158.3013569019,958065.9628101655
932158.3013569019,962879.3385040365
932158.3013569019,960703.9016733253
932158.3013569019,968081.8548604685
932158.3013569019,964889.7898271999
932158.3013569019,961822.0293349612
932158.3013569019,959378.5311750616
932158.3013569019,957242.1452994292
932158.3013569019,968210.7160120409
932158.3013569019,961258.0352960378
932158.3013569019,956194.3173290592
932158.3013569019,962163.7988583024
932158.3013569019,963526.3271275355
932158.3013569019,966994.4548984702
932158.3013569019,965689.417375578
932158.3013569019,962606.1031575868
932158.3013569019,957273.3309225588
932158.3013569019,966653.715329251
932158.3013569019,973642.0256947767
932158.3013569019,965149.4196360675
932158.3013569019,960687.4380338634
932158.3013569019,964125.197045189
932158.3013569019,964462.8277271128
932158.3013569019,967197.4592807919
932158.3013569019,964465.1885632919
932158.3013569019,958448.2104734923
932158.3013569019,963220.4790721264
932158.3013569019,965435.0789241173
932158.3013569019,958821.3939021879
932158.3013569019,962370.8263805258
932158.3013569019,961620.3214235028
932158.3013569019,963721.3381802418
932158.3013569019,965051.7422711925
932158.3013569019,964044.6611602452
932158.3013569019,959420.590372726
932158.3013569019,966809.3481485941
932158.3013569019,960301.0287272168
932158.3013569019,968996.615239107
932158.3013569019,962468.6746765869
932158.3013569019,971003.6630389836
932158.3013569019,963090.5062239607
932158.3013569019,960015.7571262836
932158.3013569019,958450.7891529554
932158.3013569019,968790.265271115
932158.3013569019,964049.8966989713
932158.3013569019,961428.9550982605
932014.1017098387,960418.017833417
932014.1017098387,966368.8227113867
932014.1017098387,962962.5655308588
932014.1017098387,971618.7733280596
932014.1017098387,964340.2854173529
932014.1017098384,960331.2312807484
932014.1017098384,960694.5164075795
932014.1017098384,969873.0941776052
932014.1017098384,962517.7682932088
932014.1017098384,957516.4396324577
932014.1017098384,951783.0231457885
932014.1017098384,960995.787962382
932014.1017098384,959223.4550602622
932014.1017098384,965228.679858218
932014.1017098384,969877.0022459098
932014.1017098384,960033.5678844372
