Optimas, 506(0 5 2 1 4 3 6), 3025(4 1 2 0 3 6 5), 1680(2 3 0 1 4 5 6), 2147(2 6 5 1 4 3 0)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,5040,100,0.02001784437066927,0,0,0,0,16.302283140642878,476405.74,410359.9,0.8638559772941408,0.8571439670605083,16.302283140642878,0.9588370375136306,16.302283140642878,0.942667275313518,133384724.78,0.2973017787506805
99,4989.6,99,0.020106391821156266,0,0,0,0,16.30289860299746,476415.1,410390.14,0.8639374974511551,0.8571616899391336,16.30289860299746,0.9594266872895245,16.302898602997463,0.9469683817693038,133098910.82,0.2973017787506805
98,4939.2,98,0.019540368822056783,0,0,0,0,16.30443029233917,476482.52,410405.4,0.8640266499734675,0.8572786609380594,16.30443029233917,0.9567381998722934,16.304430292339173,0.9444525431112492,131170887.06,0.2973017787506805
97,4888.8,97,0.01875147641457688,0,0,0,0,16.30069004822457,476333.12,410390.98,0.8637431157221791,0.8570126745435013,16.30069004822457,0.9563261223702222,16.30069004822457,0.9444649817652788,130822540.44,0.2973017787506805
96,4838.4,96,0.019007705997463323,0,0,0,0,16.305765540151928,476350.54,410282.5,0.8640060534132127,0.8570456498388828,16.305765540151928,0.956629790506953,16.30576554015193,0.9456867480011256,128416626.46,0.2973017787506805
95,4788,95,0.019273986412024813,0,0,0,0,16.30407045142666,476207.92,410307.86,0.8638070706129575,0.8567821339061942,16.30407045142666,0.9561340238906848,16.304070451426664,0.9382177458925766,126891789.44,0.2973017787506805
94,4737.6,94,0.01900630255220383,0,0,0,0,16.300166895702418,476238.24,410292.16,0.8635651625241815,0.8568378088077339,16.300166895702418,0.9523173899574706,16.300166895702418,0.943309027307117,125779894.16,0.2973017787506805
93,4687.2,93,0.01816984388476632,0,0,0,0,16.301159541189524,476204.82,410254.5,0.8636042716300532,0.8567671321160044,16.301159541189524,0.952705041315528,16.301159541189527,0.9398826772706771,125868236.78,0.2973017787506805
92,4636.8,92,0.01849717546424713,0,0,0,0,16.303260861093005,476142.62,410256.04,0.8636080066173264,0.8566694951664876,16.303260861093005,0.9511804395032825,16.30326086109301,0.9386683792656583,123373413.08,0.2973017787506805
91,4586.4,91,0.018099708228981052,0,0,0,0,16.300069066538835,476027.96,410235.84,0.8633052290620415,0.8564669889008235,16.300069066538835,0.949154175192549,16.300069066538832,0.9397146039686658,122010417.42,0.2973017787506805
