Optimas, 506(0 5 2 1 4 3 6), 3025(4 1 2 0 3 6 5), 1680(2 3 0 1 4 5 6), 2147(2 6 5 1 4 3 0)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,5040,100,41,2,2,2,2,38,5512,35585,4449,4546,27,35,97,49,5241,32
99,4989.6,99,11,0,0,0,0,26,4386,31901,3888,3627,25,28,25,41,4479,18
98,4939.2,98,12,0,0,0,0,28,4090,32020,3697,3280,38,30,25,41,4440,18
97,4888.8,97,13,0,0,0,0,26,4248,32062,3856,3680,25,31,28,56,4583,21
96,4838.4,96,13,0,0,0,0,28,4378,31885,3828,3512,25,38,29,41,4592,18
95,4788,95,12,0,0,0,0,27,4311,32209,3726,3500,25,28,25,40,4477,18
94,4737.6,94,18,0,0,0,0,30,4020,31031,3500,3229,27,29,25,44,4490,48
93,4687.2,93,46,0,0,0,0,25,4225,31294,3722,3308,26,27,25,41,4532,18
92,4636.8,92,12,0,0,0,0,26,4368,31570,3870,3553,25,27,25,40,4525,18
91,4586.4,91,13,0,0,0,0,26,4103,31813,3623,3373,25,31,25,41,4510,22
90,4536,90,18,0,0,0,0,27,4331,32243,3653,3471,27,27,25,40,4656,18
89,4485.6,89,12,0,0,0,0,28,4151,32128,3583,3386,25,28,26,41,4508,42
88,4435.2,88,15,0,0,0,0,39,4438,32100,3756,3680,37,40,26,81,4547,19
87,4384.8,87,14,0,0,0,0,29,4303,32009,3815,3518,29,28,28,44,4636,21
86,4334.4,86,11,0,0,0,0,27,4348,31649,3668,3480,25,28,106,42,4541,20
85,4284,85,18,0,0,0,0,27,4359,32097,3785,3563,25,28,25,40,4627,20
84,4233.6,84,12,0,0,0,0,28,4241,31859,3688,3440,27,29,25,40,4457,19
83,4183.2,83,13,0,0,0,0,119,4266,31984,3731,3477,25,37,25,41,4645,18
82,4132.8,82,12,0,0,0,0,28,4287,31530,3627,3459,25,132,26,43,4530,22
81,4082.4,81,11,0,0,0,0,27,4151,31487,3629,3330,27,29,26,40,4646,19
80,4032,80,14,0,0,0,0,33,4431,31805,3851,3617,26,27,25,40,4612,34
79,3981.6,79,11,0,0,0,0,27,4129,31673,3628,3433,30,35,26,41,4495,18
78,3931.2,78,16,0,0,0,0,64,4289,31986,3778,3408,31,30,28,45,4600,23
77,3880.8,77,12,0,0,0,0,26,4278,31789,3711,3192,89,28,25,40,4649,48
76,3830.4,76,25,0,0,0,0,26,4320,31335,3718,3536,25,87,25,42,4529,19
75,3780,75,12,0,0,0,0,27,4102,31164,3507,3332,25,27,25,41,4432,18
74,3729.6,74,12,0,0,0,0,26,4121,31324,3706,3375,25,27,25,40,4558,18
73,3679.2,73,12,0,0,0,0,31,4391,31293,3701,3508,26,28,25,40,4581,21
72,3628.8,72,12,0,0,0,0,29,4291,31906,3624,3399,27,28,25,41,4512,20
71,3578.4,71,12,0,0,0,0,26,3920,31469,3334,3154,25,27,25,41,4301,19
70,3528,70,12,0,0,0,0,30,4291,31265,3717,3556,32,27,25,41,4619,18
69,3477.6,69,18,0,0,0,0,25,4193,31292,3677,3511,25,27,25,47,4435,18
68,3427.2,68,13,0,0,0,0,29,4394,31606,3699,3639,25,65,25,45,4470,18
67,3376.8,67,13,0,0,0,0,26,4573,32091,3846,3700,25,117,26,42,4601,18
66,3326.4,66,12,0,0,0,0,26,4485,32031,3902,3663,26,27,25,41,4600,26
65,3276,65,12,0,0,0,0,85,4298,31572,3591,3345,26,33,29,40,4518,18
64,3225.6,64,14,0,0,0,0,28,4595,31894,3873,3673,26,41,26,40,4562,45
63,3175.2,63,13,0,0,0,0,26,4271,31454,3656,3389,40,35,26,43,4482,25
62,3124.8,62,12,0,0,0,0,27,4286,31554,3735,3513,26,28,25,42,4546,19
61,3074.4,61,12,0,0,0,0,28,4598,31944,4052,3952,26,32,37,41,4708,22
60,3024,60,14,0,0,0,0,27,4294,31889,3648,3480,55,47,26,41,4450,23
59,2973.6,59,12,0,0,0,0,26,4342,32026,3773,3621,24,28,27,40,4398,25
58,2923.2,58,51,0,0,0,0,27,4334,31466,3613,3576,34,28,28,40,4460,19
57,2872.8,57,13,0,0,0,0,26,4127,31294,3569,3441,25,28,25,40,4432,24
56,2822.4,56,12,0,0,0,0,26,4380,31483,3720,3515,25,27,25,40,4612,18
55,2772,55,12,0,0,0,0,26,4374,31549,3771,3576,26,29,26,41,4479,20
54,2721.6,54,13,0,0,0,0,27,4224,32160,3591,3549,33,45,25,40,4551,19
53,2671.2,53,13,0,0,0,0,26,4585,32059,3993,3860,25,27,25,40,4525,40
52,2620.8,52,12,0,0,0,0,31,4979,32071,4436,4258,26,30,25,40,4694,18
51,2570.4,51,12,0,0,0,0,26,4188,30726,3590,3475,25,28,27,40,4445,18
50,2520,50,13,0,0,0,0,26,4217,31125,3679,3465,29,33,26,41,4436,18
49,2469.6,49,11,0,0,0,0,26,4353,31586,3810,3689,25,28,25,74,4594,18
48,2419.2,48,13,0,0,0,0,28,4345,31303,3624,3488,25,27,25,149,4462,21
47,2368.8,47,28,0,0,0,0,26,4175,31068,3554,3384,27,28,25,41,4445,18
46,2318.4,46,13,0,0,0,0,26,4321,31300,3334,3098,28,28,25,41,4697,18
45,2268,45,16,0,0,0,0,27,4493,31542,3822,3737,26,30,27,41,4477,19
44,2217.6,44,12,0,0,0,0,26,4380,31731,3756,3600,25,27,25,42,4411,19
43,2167.2,43,14,0,0,0,0,27,4411,31358,3791,3559,26,28,25,40,4477,19
42,2116.8,42,12,0,0,0,0,77,4409,31772,3891,3654,30,96,26,90,4521,21
