Optimas, 421(0 4 3 5 1 6 2)
H-Axis, Max distance, Ratio,Ours-a=1.0,Ours-a=0.9,Ours-a=0.8,Ours-a=0.7,Ours-a=0.6,Ours-a=0.5,Ours-a=0.4
100,5040,100,0.01995729023499931,0.020467883973063275,0.021270264216734995,0.02185215600574472,0.022344725724180114,0.022498528463299763,0.022745737162287383
99,4989.6,99,0.01973892666183575,0.020339806548971343,0.021008287289991146,0.02154291483274677,0.02199060231610564,0.022254524010437704,0.022492794458569384
98,4939.2,98,0.01941531011822452,0.020045899691001526,0.020797076608905726,0.021281310340065397,0.02166952785012977,0.021785145684514316,0.02192487241193083
97,4888.8,97,0.01954791485076604,0.01985741304062575,0.020942434192977623,0.021076016250270332,0.02153953475908007,0.021861305366066217,0.021949800380784566
96,4838.4,96,0.019213634057422643,0.019578252406865865,0.020323788912418875,0.020723339288314963,0.021083062003066474,0.02134556852139082,0.02151429549675424
95,4788,95,0.018793600009028667,0.019558089883670846,0.020125167727906516,0.020389131542387764,0.020717275875263237,0.021069241942776925,0.021128286756951914
94,4737.6,94,0.019608607147341826,0.020203870349483354,0.020633221262568297,0.020980025874966234,0.021329777408143454,0.0214885729337912,0.02170485448085632
93,4687.2,93,0.018324411853038843,0.01867625317828102,0.01942530948874577,0.019812631131017562,0.020166312285654707,0.020424712918031513,0.020408174763293277
92,4636.8,92,0.018652487270038133,0.019012981786616437,0.019885390720058235,0.020294187870510946,0.02060036609498112,0.020817853687271425,0.0208279763789603
91,4586.4,91,0.01799558927365397,0.01854400702630772,0.018913147590651536,0.01934625433537399,0.0197408013910076,0.019793887748289607,0.01984569039273175
90,4536,90,0.018193944728827044,0.01858999512308787,0.01921082272335229,0.019634484963119366,0.019856584432910305,0.019873293123540154,0.01989346932682551
89,4485.6,89,0.017694702111742705,0.01785466857641922,0.01848290439917317,0.018832733025963798,0.019006312859569833,0.019187372807597487,0.019316477662474334
88,4435.2,88,0.017725863108567556,0.018281257743142477,0.01865664636737172,0.01920527734151227,0.019446996810105685,0.019550878090612928,0.01952132655245645
87,4384.8,87,0.01743881599824137,0.01801926112706659,0.01851540169450232,0.018616668538088736,0.018836619188400096,0.018967351445468236,0.018927676318624787
86,4334.4,86,0.017301704848345763,0.0176428751253231,0.018284685580509982,0.01850074326642999,0.01868769273557094,0.018853327423323633,0.01889796845166329
85,4284,85,0.01746898964000052,0.017773763514765454,0.018182461710086143,0.018395511387589377,0.018549660125535664,0.018618325663295413,0.018628285144629976
84,4233.6,84,0.017331620723398028,0.017666719469694336,0.017955303786897164,0.018116778080343662,0.018261005718184186,0.018290091861779004,0.018334653649809782
83,4183.2,83,0.016402215883744596,0.016653898788003087,0.017052526471969035,0.01734756706698552,0.017512813728473617,0.017601362939762947,0.017573596557333333
82,4132.8,82,0.016571474696479644,0.016801232111876313,0.017119526550561027,0.017450559343280228,0.01757088403153902,0.017581087241386743,0.01758024167635804
81,4082.4,81,0.016519722467750332,0.016823196575189672,0.017122461761080544,0.01737814229618633,0.017455291999039405,0.01757453428503426,0.017517801939649805
80,4032,80,0.016319478722597848,0.016700887492360508,0.017074924596919325,0.017225869342553456,0.017308742584264538,0.01729869883563207,0.017301981908520888
79,3981.6,79,0.015582428723796428,0.015935187913265227,0.016129308347894306,0.016273506084412623,0.01643500077006014,0.016518361888642145,0.01652884274021302
78,3931.2,78,0.015506592069088068,0.015970643234132303,0.016072437380754118,0.016257852297677358,0.016394185437656136,0.016389607839267357,0.016415709088811455
77,3880.8,77,0.015847809060119143,0.016153638980936004,0.016525392129967054,0.01657250294174486,0.01658311840398724,0.01657483893290439,0.016564733442295834
76,3830.4,76,0.014982788481297022,0.015291964538879205,0.015631919989552566,0.015705210253195805,0.0157251660477429,0.015815562537055076,0.015826407070258033
75,3780,75,0.015226777884627127,0.01544109549709878,0.015637568043876046,0.01581935564873569,0.015839109966486034,0.015806374737317882,0.01580403888126819
74,3729.6,74,0.014844787211465768,0.0151105398623978,0.015340907455800648,0.015463371263364141,0.01546945735649284,0.01546923348754733,0.015470336824843047
73,3679.2,73,0.015140911271244721,0.015380896218908533,0.015589912378130597,0.01563812817646965,0.015611581368907768,0.015662423362453288,0.015684833980566373
72,3628.8,72,0.014470180941586006,0.014795228534529296,0.014831541046438499,0.014901110389812957,0.01487038041798137,0.014930809071459663,0.0149452253987462
71,3578.4,71,0.014368570621055983,0.014566965261092428,0.014762479875680815,0.014827016078137054,0.014805846190046663,0.01484595861326598,0.014876958030930056
70,3528,70,0.014138910810440844,0.014342653095505286,0.01447306201745233,0.01445159712041164,0.014525180712411096,0.014535675129897849,0.014602161373941333
69,3477.6,69,0.01382138990790361,0.013999549853158533,0.014100463616595345,0.014167900944207475,0.014165923684708946,0.014201914189882639,0.014180637687741719
68,3427.2,68,0.01381458392333807,0.013823166441410496,0.013923307007682106,0.014013501236243347,0.01399685314869731,0.014024327524463627,0.014056823112932208
67,3376.8,67,0.013482980550810875,0.01367205231247506,0.013807191248681003,0.013671044034902848,0.01364473995837568,0.013625794737960287,0.013654970341355427
66,3326.4,66,0.013779176400683532,0.013756850196153797,0.013804346156366405,0.013792731745557618,0.01375694179639203,0.013817439955393012,0.013822821556177874
65,3276,65,0.013249868655737147,0.013338918165638279,0.013389271768828656,0.01343112433465838,0.013445743354058282,0.01346036589230877,0.013487970731968012
64,3225.6,64,0.01306948186736675,0.013227562975833641,0.01321405476572027,0.013137862857936158,0.013156895470255545,0.013162587669722971,0.013168249029462637
63,3175.2,63,0.012850866959905585,0.012912454469079486,0.012847456123452092,0.012959381610726756,0.013029828405140555,0.01306935070922862,0.01307527032287195
62,3124.8,62,0.012427662302308896,0.012487102492516602,0.012562460030558893,0.01265539446446579,0.012713691014018565,0.012735169720894154,0.01272247336433129
61,3074.4,61,0.012538899699123847,0.012510492283563266,0.012623151743050044,0.012584725339059038,0.012556587331527161,0.01257933547016139,0.01259550873345729
60,3024,60,0.012268847129686013,0.012270870133792444,0.012321781991819998,0.012321719723983257,0.012283116822258166,0.012302447111160384,0.012328981464301135
59,2973.6,59,0.012203270560017559,0.012163457556471115,0.012179154040322382,0.012171204033047632,0.012156141469743255,0.012162672694258936,0.012168792823216791
58,2923.2,58,0.011977580991905393,0.012017178820090159,0.012017996212646041,0.012034878661944312,0.012053637093454268,0.012070789359579932,0.01209349552824498
57,2872.8,57,0.011859663376201209,0.011732606635587915,0.011810436753998068,0.011793936781103482,0.01183172806994428,0.011864847935546754,0.01188630792024842
56,2822.4,56,0.011325463235120608,0.011396835380220944,0.011399209029960767,0.011376514986171322,0.011372784882733576,0.01138276686006648,0.011374514547087657
55,2772,55,0.011286750233021767,0.011402430934100934,0.0114120133760619,0.011465586556422156,0.011468838304047506,0.011494495122016765,0.011510785604862996
54,2721.6,54,0.010908704259599717,0.010889161875432008,0.010853663960632112,0.010906600875947345,0.010906662265101286,0.010894378974111276,0.010903584745863686
53,2671.2,53,0.010950945191605556,0.010849785685454826,0.010834522568409121,0.010827152362191474,0.010826055688815794,0.010829457731515984,0.0108324133025293
52,2620.8,52,0.010550993955265469,0.010607902827739525,0.010498085643878736,0.010480257726453108,0.010527236165848395,0.010534454714122583,0.01055991864988622
51,2570.4,51,0.010498104481979522,0.010544159140071176,0.010438964751234485,0.010422337242308037,0.0104051814252362,0.010406950952493648,0.010399650597742035
50,2520,50,0.010575728824979995,0.010450921295750332,0.010367494829585313,0.010372071442590149,0.01038475479670879,0.010394817122058747,0.010406534000109427
49,2469.6,49,0.009859846977985785,0.009853964895055484,0.009843829655906362,0.009809287915639224,0.009787178296316411,0.009791056395093268,0.009798879104004789
48,2419.2,48,0.009821594355384442,0.009947881533086012,0.00977242428960898,0.009759012195074664,0.009770647897620091,0.009775588478034773,0.009784042371290309
47,2368.8,47,0.009540120265516322,0.009486536519334048,0.009455238613782342,0.009492593241142709,0.009464784038506775,0.00947582330040657,0.009487235327765327
