LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
6.660609312242217e-06,0.5744614211150995,0.5744614211150995,0.8829672425078975,0.5744614211150995,0.8829672425078975,237297.0,234909.0,0.8141158071504386,1.9567838383838383,105116525524222176833580184238523967405318633925251017194046004672622,0.00015921505359914892


