LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Osuna Enciso et al.
1.61741402813727e-06,2.8852192490738586,2.8852192490738586,0.9581915176959112,2.88521924907386,0.9581915176959112,2.9802322387695312e-08
1.683539445512572e-06,2.8852264635723683,2.8852264635723683,0.9543800458485835,2.8852264635723683,0.9543800458485835,2.9802322387695312e-08
1.686960580683707e-06,2.885089297314591,2.885089297314591,0.9503188813242578,2.8850892973145905,0.9503188813242578,2.9802322387695312e-08
1.6867831363262611e-06,2.8849783988979256,2.8849783988979256,0.9477471631861171,2.8849783988979256,0.9477471631861171,2.9802322387695312e-08
1.6887657563645637e-06,2.884915526963772,2.884915526963772,0.942555240643548,2.884915526963772,0.942555240643548,2.9802322387695312e-08
1.691179883819372e-06,2.8847864600377284,2.8847864600377284,0.9420794836920655,2.8847864600377284,0.9420794836920655,2.9802322387695312e-08
1.6650614227780078e-06,2.884771981420309,2.884771981420309,0.934225526404576,2.8847719814203088,0.934225526404576,2.9802322387695312e-08
1.666344454044012e-06,2.884625885760138,2.884625885760138,0.9343278602024654,2.884625885760138,0.9343278602024654,2.9802322387695312e-08
1.6661737567883972e-06,2.884553164421046,2.884553164421046,0.9286451646491488,2.884553164421047,0.9286451646491488,2.9802322387695312e-08
1.6656707171487436e-06,2.884370488274616,2.884370488274616,0.9313025063562401,2.884370488274616,0.9313025063562401,2.9802322387695312e-08
1.6652148778865907e-06,2.884108658573299,2.884108658573299,0.9292684378772482,2.8841086585732993,0.9292684378772482,2.9802322387695312e-08
1.665001290790234e-06,2.8839382564133764,2.8839382564133764,0.9284967504667463,2.8839382564133755,0.9284967504667463,2.9802322387695312e-08
1.665571359276473e-06,2.8838030409533486,2.8838030409533486,0.9237930520455617,2.8838030409533486,0.9237930520455617,2.9802322387695312e-08
1.6647560212487066e-06,2.8837189224156305,2.8837189224156305,0.9249991017359639,2.88371892241563,0.9249991017359639,2.9802322387695312e-08
1.6665160134069784e-06,2.8833950457616635,2.8833950457616635,0.9202323450756886,2.883395045761664,0.9202323450756886,2.9802322387695312e-08
1.6634339796250423e-06,2.88312887148888,2.88312887148888,0.9208879686731369,2.88312887148888,0.9208879686731369,2.9802322387695312e-08
1.6641794869573298e-06,2.882772023111305,2.882772023111305,0.9154236629916843,2.8827720231113054,0.9154236629916843,2.9802322387695312e-08
1.6628458068844198e-06,2.8823320991036496,2.8823320991036496,0.9116418010069797,2.8823320991036487,0.9116418010069797,2.9802322387695312e-08
1.6648081787434772e-06,2.881962698281486,2.881962698281486,0.910039290551258,2.881962698281486,0.910039290551258,2.9802322387695312e-08
1.6831228100076934e-06,2.881721504494258,2.881721504494258,0.9134396197016476,2.8817215044942586,0.9134396197016476,2.9802322387695312e-08
1.637910062310707e-06,2.881441328274741,2.881441328274741,0.9132362685557192,2.8814413282747418,0.9132362685557192,2.9802322387695312e-08
1.6401241313829867e-06,2.8810417411195384,2.8810417411195384,0.908742585156401,2.881041741119539,0.908742585156401,2.9802322387695312e-08
4.108669005650335e-06,2.8805979883108757,2.8805979883108757,0.8981174772182818,2.880597988310875,0.8981174772182818,2.9802322387695312e-08
4.082405483152261e-06,2.880119502622006,2.880119502622006,0.8927008474224629,2.8801195026220054,0.8927008474224629,2.9802322387695312e-08
4.065857363259596e-06,2.87984577877307,2.87984577877307,0.8913167131916676,2.8798457787730696,0.8913167131916676,2.9802322387695312e-08
1.685776058817391e-06,2.879633812331195,2.879633812331195,0.8888436455196227,2.8796338123311944,0.8888436455196227,2.9802322387695312e-08
1.6824524081066545e-06,2.8791993573616064,2.8791993573616064,0.8859648242725899,2.879199357361607,0.8859648242725899,2.9802322387695312e-08
1.6846038196895836e-06,2.878746540226446,2.878746540226446,0.8796642865139568,2.878746540226445,0.8796642865139568,2.9802322387695312e-08
1.6809171764097568e-06,2.878336146834146,2.878336146834146,0.8805872780091497,2.878336146834146,0.8805872780091497,2.9802322387695312e-08
1.680073445556977e-06,2.8779719020648082,2.8779719020648082,0.8773411498376256,2.8779719020648087,0.8773411498376256,2.9802322387695312e-08
1.6375001766441482e-06,2.8773968731314388,2.8773968731314388,0.8741809467104563,2.877396873131439,0.8741809467104563,2.9802322387695312e-08
1.6383228798114607e-06,2.8772170332103766,2.8772170332103766,0.8686362329317816,2.8772170332103757,0.8686362329317816,2.9802322387695312e-08
1.6421312649312693e-06,2.8766979394291394,2.8766979394291394,0.8694985951750148,2.876697939429138,0.8694985951750148,2.9802322387695312e-08
1.6438134638392759e-06,2.8763390907147883,2.8763390907147883,0.8628882634629922,2.8763390907147888,0.8628882634629922,2.9802322387695312e-08
1.6458298029930475e-06,2.875608429680673,2.875608429680673,0.8633222023399091,2.8756084296806725,0.8633222023399091,2.9802322387695312e-08
1.6434922363716692e-06,2.8751398957569507,2.8751398957569507,0.8606822449171184,2.8751398957569507,0.8606822449171184,2.9802322387695312e-08
1.6447610494912416e-06,2.874597709315738,2.874597709315738,0.8592782435703221,2.8745977093157387,0.8592782435703221,2.9802322387695312e-08
1.6435154086174047e-06,2.8740447394694986,2.8740447394694986,0.8603502127807041,2.874044739469498,0.8603502127807041,2.9802322387695312e-08
1.6435911164126338e-06,2.873543515271763,2.873543515271763,0.8582457683066536,2.873543515271763,0.8582457683066536,2.9802322387695312e-08
1.6440496084809358e-06,2.8728693152623834,2.8728693152623834,0.8573181321037837,2.8728693152623825,0.8573181321037837,2.9802322387695312e-08
1.6440359881532894e-06,2.8724083727552836,2.8724083727552836,0.8593811669758525,2.8724083727552836,0.8593811669758525,2.9802322387695312e-08
1.6455428916756145e-06,2.871994709133981,2.871994709133981,0.8570004446142139,2.871994709133981,0.8570004446142139,2.9802322387695312e-08
1.6441939485765124e-06,2.871228799220781,2.871228799220781,0.8580183446217182,2.8712287992207806,0.8580183446217182,2.9802322387695312e-08
1.6457346375868945e-06,2.870703011663616,2.870703011663616,0.8572162932309867,2.870703011663616,0.8572162932309867,2.9802322387695312e-08
1.646389120863406e-06,2.8703378555023615,2.8703378555023615,0.8566053629219009,2.870337855502361,0.8566053629219009,2.9802322387695312e-08
1.6912005290217403e-06,2.8694073204624853,2.8694073204624853,0.8567463998280508,2.8694073204624844,0.8567463998280508,2.9802322387695312e-08
1.6432283204125993e-06,2.868836657622986,2.868836657622986,0.8566477077813905,2.868836657622985,0.8566477077813905,2.9802322387695312e-08
1.6124452446501738e-06,2.8678701472669985,2.8678701472669985,0.8511813520378994,2.8678701472669985,0.8511813520378994,2.9802322387695312e-08
1.6127042742341194e-06,2.8672525091190084,2.8672525091190084,0.8519386842772626,2.8672525091190093,0.8519386842772626,2.9802322387695312e-08
1.8027828611203233e-06,2.866639254739571,2.866639254739571,0.8507534464150862,2.866639254739571,0.8507534464150862,2.9802322387695312e-08
1.8021315511192153e-06,2.865870605067881,2.865870605067881,0.85088552574468,2.865870605067881,0.85088552574468,2.9802322387695312e-08
1.8025175678017933e-06,2.8651819058830257,2.8651819058830257,0.8459537685464157,2.8651819058830252,0.8459537685464157,2.9802322387695312e-08
1.608204177669159e-06,2.8647507084009987,2.8647507084009987,0.8516030971754931,2.8647507084009987,0.8516030971754931,2.9802322387695312e-08
