Optimas, 10210(0 1 4 2 5 3 7 9 6 8), 1689280(4 6 9 1 2 3 7 8 0 5), 486002(1 4 0 6 2 3 5 8 7 9), 324738(0 9 1 5 2 3 8 4 6 7), 1120434(3 0 8 4 1 9 7 2 5 6)
H-Axis, Max distance, Ratio,LCDM,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,3628800,100,0.009167825874178422,0,0,0,0,28.70566749350979,4486430.34,4045879.54,0.39988555995910785,0.8999848368368368,28.70566749350979,0.971257125777839,28.70566749350979,0.9694710055561855,604410388888.26,0.17677669529663675
99,3592512,99,0.0089583429746047,0,0,0,0,28.707713830330093,4486438.6,4045984.1,0.3999095161919301,0.8999865505505502,28.707713830330093,0.9700509102433665,28.707713830330093,0.9678178651347966,599119458576.48,0.17677669529663675
98,3556224,98,0.00898228977894679,0,0,0,0,28.707698312547908,4486431.92,4045932.6,0.3999070520230845,0.8999834794794797,28.707698312547908,0.9699092858899463,28.707698312547915,0.9698459863466473,592002709157.66,0.17677669529663675
97,3519936,97,0.008892640391592092,0,0,0,0,28.70614477943606,4486098.88,4045821.16,0.3998815020645854,0.8999165205205205,28.70614477943606,0.9683992162478089,28.70614477943606,0.9668724378651214,585523969609.76,0.17677669529663675
96,3483648,96,0.00889937157007812,0,0,0,0,28.702866171300755,4485894.9,4045747.76,0.3998356744790608,0.8998773173173175,28.702866171300755,0.9709965726669467,28.702866171300762,0.967092267607031,579568130079.18,0.17677669529663675
95,3447360,95,0.008460741873400728,0,0,0,0,28.70025889938132,4485370.92,4045669.66,0.399794706382603,0.8997713953953955,28.70025889938132,0.9683279483025872,28.70025889938132,0.9676168388723205,574619104749.5,0.17677669529663675
94,3411072,94,0.008453022185943846,0,0,0,0,28.699070105311176,4485118.16,4045722.16,0.3997735429875868,0.899718986986987,28.699070105311176,0.9659364565043661,28.69907010531118,0.9648381784007826,569601749889.84,0.17677669529663675
93,3374784,93,0.008571699351304463,0,0,0,0,28.698282671993763,4484673.5,4045555.42,0.3997572666321795,0.8996329489489487,28.698282671993763,0.9658670605286247,28.698282671993763,0.9641734520111381,561841337538.52,0.17677669529663675
92,3338496,92,0.00847422743037951,0,0,0,0,28.69260656163647,4484111.66,4045681.18,0.3996839866258972,0.8995183023023023,28.69260656163647,0.9670480881327095,28.692606561636477,0.9650314228194102,560183884743.22,0.17677669529663675
91,3302208,91,0.008372212564660109,0,0,0,0,28.689945677599884,4483321.96,4045495.66,0.39964196404130964,0.8993600680680679,28.689945677599884,0.9641701647958755,28.689945677599884,0.9629735349574805,551258372642.72,0.17677669529663675
