Optimas, 129000(0 4 2 7 3 1 5 6 8 9), 135650(0 4 3 9 5 6 1 7 2 8), 486002(1 4 0 6 2 3 5 8 7 9), 324738(0 9 1 5 2 3 8 4 6 7), 1120434(3 0 8 4 1 9 7 2 5 6)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Dummy5,Dummy6,Dummy7,Dummy8,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,3628800,100,0.0103977684052968,0,0,0,0,57.42857585079415,0,0,0,0,57.42857585079415,0.9809787229408096,57.428575850794175,0.9795819857866591,2420324881227.48,0.17677669529663675
99,3592512,99,0.010291089159090739,0,0,0,0,57.42879993253486,0,0,0,0,57.42879993253486,0.9788777899016581,57.42879993253486,0.9769554041846412,2392374804508.84,0.17677669529663675
98,3556224,98,0.0103345682646391,0,0,0,0,57.42840851900912,0,0,0,0,57.42840851900912,0.9782520797822134,57.42840851900911,0.976752246556783,2370682106647.78,0.17677669529663675
97,3519936,97,0.010227938064999394,0,0,0,0,57.41956759228576,0,0,0,0,57.41956759228576,0.9766479037600656,57.419567592285766,0.9734162959334032,2350032708246.1,0.17677669529663675
96,3483648,96,0.009888800784050916,0,0,0,0,57.41676027158503,0,0,0,0,57.41676027158503,0.9761770014848049,57.41676027158502,0.9743364036817694,2315437623509.68,0.17677669529663675
95,3447360,95,0.010072749160289723,0,0,0,0,57.41254739646609,0,0,0,0,57.41254739646609,0.9753766758013345,57.41254739646611,0.9730245617263786,2299055061257.18,0.17677669529663675
94,3411072,94,0.00962161794752866,0,0,0,0,57.40721666583213,0,0,0,0,57.40721666583213,0.9755451576978647,57.407216665832124,0.9736250867860256,2270971113660.06,0.17677669529663675
93,3374784,93,0.009585802428089646,0,0,0,0,57.396359989708344,0,0,0,0,57.396359989708344,0.9724322068803893,57.39635998970835,0.9725450847512032,2254890861194.92,0.17677669529663675
92,3338496,92,0.00949795584916296,0,0,0,0,57.384805751644606,0,0,0,0,57.384805751644606,0.9699597825421558,57.38480575164462,0.9697016981686464,2221130770883.4,0.17677669529663675
91,3302208,91,0.00954326135493802,0,0,0,0,57.38366022188879,0,0,0,0,57.38366022188879,0.9701110598087895,57.38366022188879,0.9676222466245544,2197117863892.22,0.17677669529663675
90,3265920,90,0.009374747371111441,0,0,0,0,57.36390331437515,0,0,0,0,57.36390331437515,0.969669413912683,57.36390331437515,0.9680888665224647,2178787454487.34,0.17677669529663675
89,3229632,89,0.009112654003819236,0,0,0,0,57.35490301438777,0,0,0,0,57.35490301438777,0.966487573275776,57.354903014387766,0.9652075584669336,2152561661729.52,0.17677669529663675
88,3193344,88,0.009367162690581755,0,0,0,0,57.34061640718466,0,0,0,0,57.34061640718466,0.9692837903481687,57.340616407184655,0.9686625382711707,2130112573316.04,0.17677669529663675
87,3157056,87,0.009062791343536705,0,0,0,0,57.32948748822234,0,0,0,0,57.32948748822234,0.9671902082784597,57.32948748822235,0.9653799105341233,2110298257433.64,0.17677669529663675
86,3120768,86,0.00888792774326034,0,0,0,0,57.31467122861601,0,0,0,0,57.31467122861601,0.9645454208639334,57.31467122861603,0.9653058053933156,2079532392777.7,0.17548994639346854
85,3084480,85,0.0087595606884525,0,0,0,0,57.29533966460456,0,0,0,0,57.29533966460456,0.9644508020559995,57.29533966460457,0.9666401964757887,2056105374427.64,0.17218116349960755
84,3048192,84,0.008784592016395825,0,0,0,0,57.279100909302684,0,0,0,0,57.279100909302684,0.9632478600426019,57.279100909302684,0.9659348734067317,2036395085355.72,0.17218116349960755
83,3011904,83,0.008662007025089052,0,0,0,0,57.2583536058316,0,0,0,0,57.2583536058316,0.9634863255606797,57.2583536058316,0.9651764313247998,2007987370882.32,0.17218116349960755
82,2975616,82,0.008513277041612121,0,0,0,0,57.233742382869295,0,0,0,0,57.233742382869295,0.9615738854379046,57.233742382869295,0.9633439981839994,1991253773010.78,0.17218116349960755
81,2939328,81,0.008568745205469921,0,0,0,0,57.21780803175434,0,0,0,0,57.21780803175434,0.9598415141384227,57.217808031754345,0.9601923308904,1969051237310.94,0.17218116349960755
80,2903040,80,0.008266896580981613,0,0,0,0,57.18827451736857,0,0,0,0,57.18827451736857,0.9578679844243186,57.18827451736857,0.9577927481668344,1941825046824.16,0.17218116349960755
79,2866752,79,0.008219904445953769,0,0,0,0,57.16071834062115,0,0,0,0,57.16071834062115,0.9593571706390085,57.16071834062115,0.9586853610666591,1911798398458.38,0.17218116349960755
78,2830464,78,0.008178110286906841,0,0,0,0,57.14304294439641,0,0,0,0,57.14304294439641,0.9585991626657521,57.14304294439641,0.9580910791311946,1893849442168.62,0.17218116349960755
77,2794176,77,0.008016470054092999,0,0,0,0,57.11800579858567,0,0,0,0,57.11800579858567,0.9576249153382967,57.11800579858567,0.9565204720474192,1872503084347.08,0.17218116349960755
76,2757888,76,0.007825647721758732,0,0,0,0,57.08427189591547,0,0,0,0,57.08427189591547,0.9567009832525257,57.08427189591548,0.9549167718497025,1845254542627.64,0.17218116349960755
75,2721600,75,0.007756265297447066,0,0,0,0,57.05939155658556,0,0,0,0,57.05939155658556,0.9547502452393224,57.05939155658556,0.9525688602336824,1830950712724.26,0.17218116349960755
74,2685312,74,0.007738084713182722,0,0,0,0,57.04453588244753,0,0,0,0,57.04453588244753,0.9560493323895174,57.04453588244755,0.9551511860007251,1801876018613.46,0.17218116349960755
