LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
7.011468404052036e-07,0.5520884123339382,0.5520884123339382,0.7603092487060175,0.5520884123339381,0.7603092487060175,231072.0,183293.0,0.7800418738122616,1.9046383838383838,116745246501083369371596840751452475952191409896369245068712980301922,0.00014711264912131345
5.123905655638347e-07,0.5527249733105503,0.5527249733105503,0.8053810153066844,0.5527249733105501,0.8053810153066844,231978.0,183791.0,0.7812742772294632,1.9123717171717172,111969643062766658003448736032469880981136540608776270771753790466044,0.00015514702057874098
7.162978857262357e-07,0.5608746490636486,0.5608746490636486,0.7988722434167674,0.5608746490636486,0.7988722434167674,234412.0,191500.0,0.7920555724380951,1.9320565656565656,112152080379431665321401973493366730875278461286079071609529720890588,0.00016000456700083045
2.0014545397505844e-06,0.5607564432811173,0.5607564432811173,0.878533153544,0.5607564432811172,0.878533153544,235153.0,188549.0,0.7922475996904557,1.9380686868686872,106921005778681876266844921656284049475471099297098217114740302566486,0.0001583799447522068
1.4792703282833303e-06,0.5621326969870435,0.5621326969870435,0.8403953066070676,0.5621326969870434,0.8403953066070676,235429.0,186599.0,0.7938891532011503,1.9402424242424243,99808265254062124889635617937465403993174163091214520481417532050510,0.000155163859676029
9.703837502034425e-07,0.5558909047280326,0.5558909047280326,0.7835773026315794,0.5558909047280326,0.7835773026315794,233790.0,187494.0,0.7848670131932542,1.9273696969696967,112879600400056953475576515535100212061436973355507981938794462779898,0.00016161218852266
1.0034528623826098e-06,0.5668348013291741,0.5668348013291741,0.8478700040259325,0.5668348013291741,0.8478700040259325,235623.0,186546.0,0.7993309327739891,1.9425616161616162,102564387452345994529989790613602109599413606431688752405869925414416,0.00016002123153961814
9.839723827052195e-07,0.569323697606438,0.569323697606438,0.8438904019146656,0.5693236976064381,0.8438904019146656,234983.0,180114.0,0.8009434259092415,1.9376808080808081,101020893782374050099959819093416183433053139222531269829424276989110,0.00015594884066705845
1.5755310882613396e-06,0.5639854194909314,0.5639854194909314,0.7806073177016222,0.5639854194909314,0.7806073177016222,235482.0,183760.0,0.7956462000716429,1.9411636363636364,110664433241181884274574426610861080750459162979828868458640305555244,0.00015751571289614573
1.5526245271794737e-06,0.563879013981396,0.563879013981396,0.8282111171960572,0.5638790139813958,0.8282111171960572,235301.0,181039.0,0.7942488316989715,1.9401535353535353,107281963455562142791225631253588568531482148257562357631221484910534,0.00015841293713768126
