Optimas, 129000(0 4 2 7 3 1 5 6 8 9), 135650(0 4 3 9 5 6 1 7 2 8), 486002(1 4 0 6 2 3 5 8 7 9), 324738(0 9 1 5 2 3 8 4 6 7), 1120434(3 0 8 4 1 9 7 2 5 6), 1699998(4 7 1 3 0 8 5 2 6 9), 2117037(5 8 4 0 2 9 7 3 6 1), 1406637(3 8 9 0 5 7 6 2 4 1), 1204758(3 2 9 0 4 7 5 1 6 8), 258085(0 7 4 2 5 8 6 1 9 3), 305111(0 8 5 4 7 3 9 6 2 1), 1178840(3 2 1 9 4 7 5 6 0 8), 2562143(7 0 5 3 6 1 9 8 4 2), 1329233(3 6 9 7 0 8 4 5 2 1), 3119554(8 5 2 9 6 1 3 7 0 4), 3077106(8 4 2 5 7 3 9 0 1 6), 422700(1 2 5 9 0 6 7 3 4 8), 372839(1 0 3 9 7 8 6 5 4 2), 813907(2 3 1 6 5 7 9 0 8 4), 1689280(4 6 9 1 2 3 7 8 0 5)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Dummy5,Dummy6,Dummy7,Dummy8,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,3628800,100,0.010524838747504418,0,0,0,0,57.429657842753585,0,0,0,0,57.429657842753585,0.9791735839864661,57.42965784275358,0.9780125081035773,2421095834647.02,0.17677669529663675
99,3592512,99,0.01042033245743901,0,0,0,0,57.428359187271425,0,0,0,0,57.428359187271425,0.9780757958084473,57.42835918727143,0.9770396819237507,2387242657770.5,0.17677669529663675
98,3556224,98,0.010186528894933648,0,0,0,0,57.42791672498752,0,0,0,0,57.42791672498752,0.9769715161693638,57.427916724987526,0.9763515898715299,2371674035623.24,0.17677669529663675
97,3519936,97,0.010173826551437998,0,0,0,0,57.43029183128576,0,0,0,0,57.43029183128576,0.9776615893467722,57.43029183128575,0.9760576780853114,2343184585715,0.17677669529663675
96,3483648,96,0.009871759429160734,0,0,0,0,57.42743361548362,0,0,0,0,57.42743361548362,0.9772451637901297,57.42743361548362,0.9761444972340114,2319544079882.44,0.17677669529663675
95,3447360,95,0.009822142311792029,0,0,0,0,57.425497375262786,0,0,0,0,57.425497375262786,0.9761874938170627,57.42549737526279,0.9746636450403097,2304546375676.54,0.17677669529663675
94,3411072,94,0.00981571736638564,0,0,0,0,57.42558818745468,0,0,0,0,57.42558818745468,0.9752685960530953,57.42558818745468,0.9737493296182288,2268627280965.88,0.17677669529663675
93,3374784,93,0.009808459537797201,0,0,0,0,57.42271975819724,0,0,0,0,57.42271975819724,0.9725785521414362,57.42271975819724,0.9723270651858374,2257917470289.46,0.17677669529663675
92,3338496,92,0.00931903308218111,0,0,0,0,57.42363204929434,0,0,0,0,57.42363204929434,0.9721447556322628,57.42363204929434,0.971040262346687,2230293318689.92,0.17677669529663675
91,3302208,91,0.00948488887389399,0,0,0,0,57.42046350586321,0,0,0,0,57.42046350586321,0.9717769968470422,57.4204635058632,0.9705509923695217,2205385368855.46,0.17677669529663675
