Optimas, 1(0 1 2 3 4 6 5), 100(0 1 6 2 5 3 4), 200(0 2 5 3 4 1 6), 300(0 3 4 5 1 2 6)
H-Axis, Max distance, Ratio
20,1008,20,23,8,25,7,28,6,36,9,4749,244,42,11
19,957.6,19,10,4,24,6,26,7,35,8,5967,281,17,5
18,907.2,18,15,8,24,8,27,10,36,9,6021,436,87,5
17,856.8,17,13,7,31,8,199,7,96,10,4986,364,19,5
16,806.4,16,21,7,83,19,456,6,40,10,6467,208,24,5
15,756,15,12,8,30,6,35,6,37,9,8874,213,21,8
14,705.6,14,521,7,38,8,1177,6,47,10,6557,208,19,5
13,655.2,13,14,8,30,17,30,7,37,9,4370,1064,18,9
12,604.8,12,17,8,29,26,32,7,36,10,4329,290,18,5
11,554.4,11,11,8,29,19,30,7,36,9,12746,267,18,5
10,504,10,14,7,24,5,98,10,41,8,5089,218,26,4
9,453.6,9,12,9,30,8,34,6,39,9,4753,209,21,5
8,403.2,8,12,7,62,6,34,8,37,9,6113,211,21,5
7,352.8,7,19,6,32,8,35,7,40,10,8397,218,21,6
6,302.4,6,13,9,26,8,32,8,36,9,4484,211,18,5
5,252,5,18,8,33,6,27,8,98,63,6250,264,23,6
4,201.6,4,29,8,33,8,36,8,38,8,7507,281,21,6
3,151.2,3,17,7,28,6,33,7,35,9,4865,441,18,38
2,100.8,2,20,35,28,8,38,7,38,9,6863,222,37,6
1,50.4,1,47,7,103,6,816,7,60,9,6725,214,25,6
