Optimas, 1(0 1 2 3 4 6 5), 100(0 1 6 2 5 3 4), 200(0 2 5 3 4 1 6), 300(0 3 4 5 1 2 6)
H-Axis, Max distance, Ratio,Ours+D,Ours-D,Li et al.+D,Li et al.-D,Cheng+D,Cheng-D,Salleh et al.+D,Salleh et al.-D,Zhao et al.+D,Zhao et al.-D,Osuna Enciso et al.+D,Osuna Enciso et al.-D
100,5040,100,0.007310400300098832,0.008059079487650915,16.23010483615686,3.6580070773515,0.8876929788397688,0.8932596604215466,0.8901241430424296,0.9066886870355076,150426556,7241235,0.29730177875068026,0.29730177875068026
99,4989.6,99,0.007388971848902163,0.014610211900852295,16.257192038799868,3.652585803047551,0.9463806260416774,0.9508040337966747,0.9407944996180299,0.9243697478991598,143694118,6465781,0.29730177875068026,0.29730177875068026
98,4939.2,98,0.008278717991261543,0.014567332309267796,16.246889197590246,3.6580263149327523,0.8665013979898376,0.8585833743236594,0.8799999999999997,0.8888888888888887,143536859,6318095,0.29730177875068026,0.29730177875068026
97,4888.8,97,0.008407651678557605,0.012114984882842026,16.241666637507144,3.64870795810877,0.9199922085213552,0.9492636929822857,0.9173323425599109,0.9223057644110276,144928980,6233888,0.29730177875068026,0.29730177875068026
96,4838.4,96,0.008388294342127097,0.016788766788766788,16.238661741738824,3.667438031859845,0.9153264394704665,0.9413815688087533,0.9135435992578855,0.9581881533101041,142928094,6339387,0.29730177875068026,0.29730177875068026
95,4788,95,0.008343357668270556,0.012201331149743847,16.253175849896547,3.662338192270209,0.9145177584006803,0.9178172255095334,0.9216959511077153,0.9399830938292478,142629301,6334241,0.29730177875068026,0.29730177875068026
94,4737.6,94,0.00840419501133787,0.015634323905000597,16.236866213582033,3.6541693042261514,0.928430578065907,0.9349988522457721,0.9313150425733209,0.9634146341463412,142961489,6288236,0.29730177875068026,0.29730177875068026
93,4687.2,93,0.008327802665781764,0.010316969500642974,16.230959193368037,3.661089142021613,0.9116944904071523,0.9564596017933001,0.9312310030395138,0.9689440993788813,139492506,6328068,0.29730177875068026,0.29730177875068026
92,4636.8,92,0.008422861014324426,0.012313753507491275,16.2795882661212,3.6018185873427444,0.9270858325191976,0.9208026755852844,0.9026646928201336,0.9223057644110275,143268662,6089689,0.29730177875068026,0.29730177875068026
91,4586.4,91,0.00841905868038272,0.012258195459253662,16.225288396477584,3.645685999877319,0.9360476326814398,0.9716671637339693,0.9376587844440104,0.9489177489177487,140313646,6360762,0.29730177875068026,0.29730177875068026
90,4536,90,0.008610212377633977,0.011868882574126697,16.246318054284732,3.629783062210204,0.9330615284911445,0.9282281136753766,0.9320719016083254,0.9370748299319726,141205954,6133099,0.29730177875068026,0.29730177875068026
89,4485.6,89,0.008392788009512748,0.009018759018759018,16.282325345822837,3.660828402154564,0.9478741613709246,0.9342704149933061,0.921352583586626,0.949529512403764,134998782,5848671,0.29730177875068026,0.29730177875068026
88,4435.2,88,0.008544190033737072,0.01030347203816592,16.184064280729125,3.6237243683669402,0.8934480063422939,0.8875570151432225,0.9140610372589407,0.8890662410215482,136050497,5834214,0.29730177875068026,0.29730177875068026
87,4384.8,87,0.008538659366185499,0.013893613000755853,16.23629034416721,3.636366715997444,0.8785272987520163,0.9371436276776084,0.8642237564170643,0.9069767441860463,133031801,5696717,0.29730177875068026,0.29730177875068026
86,4334.4,86,0.008567349704109287,0.014567061392458216,16.2969378504716,3.63451631679283,0.9167265708200245,0.9093514667865572,0.9080334423845872,0.9260504201680668,131009065,5653173,0.29730177875068026,0.2860624212274257
85,4284,85,0.008537622366019581,0.011538285347809159,16.251535862230156,3.646486701478555,0.8875098664623399,0.9239006607427649,0.8951893177245288,0.941991341991342,134920261,5660557,0.29730177875068026,0.2860624212274257
84,4233.6,84,0.008740183065095957,0.008485179786200196,16.273085065251298,3.6082014568625387,0.9106453136810275,0.8626127726078001,0.878109452736319,0.857142857142857,131923116,5598946,0.29730177875068026,0.2860624212274257
83,4183.2,83,0.008542807366849177,0.010267712527187748,16.29336620653626,3.63804448963377,0.8891380964682425,0.9251844843897822,0.8834112990284277,0.9109243697478991,129147718,5296189,0.29730177875068026,0.2860624212274257
82,4132.8,82,0.008608484044024114,0.008219954648526075,16.235303297801156,3.637518949874655,0.9183194800348746,0.8933453701315458,0.8792603335750548,0.8951279933938888,127166513,5154094,0.29730177875068026,0.2860624212274257
81,4082.4,81,0.00852621536419446,0.009327973613687899,16.27662686265843,3.6491666716808067,0.8841272696568971,0.8031541383676759,0.8913004803415767,0.8156920799407843,126616922,5383983,0.29730177875068026,0.2860624212274257
80,4032,80,0.008751935733643053,0.011637849584278156,16.24605544403377,3.615061203519596,0.8787234817445159,0.9088676415448065,0.8453105968331298,0.9149659863945576,130994546,5527949,0.29730177875068026,0.2860624212274257
79,3981.6,79,0.008790650406504064,0.012475592088687325,16.201372006379774,3.5936588157817657,0.9445401847121243,0.8907552179364259,0.9293353705118413,0.8885218827415361,132385684,5253613,0.29730177875068026,0.2860624212274257
78,3931.2,78,0.008537968032741552,0.00898106156042664,16.241669093841228,3.6230744021557375,0.9265883701606434,0.9669264548799316,0.9414709279938396,0.9397590361445785,128510751,5792700,0.29730177875068026,0.2860624212274257
77,3880.8,77,0.008822797411647588,0.008132558578987151,16.17870823470101,3.5969787538889513,0.9037139238215849,0.8788210004736399,0.8656716417910452,0.8802642444260937,129105932,5200691,0.29730177875068026,0.2860624212274257
76,3830.4,76,0.008816921077374038,0.009852732301711895,16.1991195754429,3.617550461751745,0.9325416434978148,0.9244816435229224,0.9058228796105601,0.9426860564585114,123555686,5153422,0.29730177875068026,0.2860624212274257
75,3780,75,0.008852870416459265,0.013751083089062184,16.138890680684153,3.61963141605788,0.9104372060484162,0.9148750118809991,0.8879515862827798,0.8955722639933167,123885242,4494221,0.29730177875068026,0.2860624212274257
74,3729.6,74,0.00879203307339196,0.011234796949082665,16.22789714026833,3.60856767721492,0.9182106200076497,0.9147526669450673,0.901554404145078,0.9064625850340133,121455145,4462505,0.29730177875068026,0.2860624212274257
73,3679.2,73,0.008775095404015266,0.007945097230811517,16.23299786537463,3.558768419408847,0.8902107165026164,0.8218847915160287,0.8851326790258093,0.8385093167701857,123109336,5021013,0.29730177875068026,0.2860624212274257
72,3628.8,72,0.008888819755544494,0.010851959831551669,16.16329535927804,3.5832238962177483,0.9280746316550508,0.8679153358956314,0.911725955204216,0.8653061224489793,127499877,4848434,0.29730177875068026,0.27331627848227336
71,3578.4,71,0.008901955090979482,0.0072814310909549,16.181974633256083,3.4974797525626715,0.8957899710018765,0.8833419013347038,0.8806765949623089,0.8786127167630055,125435212,4525806,0.29730177875068026,0.27331627848227336
70,3528,70,0.008956224766329294,0.00911316907715467,16.116332748297783,3.5166792617082447,0.8802004947896018,0.898815910484365,0.8607232366630865,0.9160173160173158,123459144,4714044,0.29730177875068026,0.27331627848227336
69,3477.6,69,0.008935139096288923,0.00831787260358689,16.082620149377924,3.5211473680415506,0.925807539281138,0.912004492728364,0.9006374203224597,0.9200680272108848,122467840,4464434,0.29730177875068026,0.27331627848227336
68,3427.2,68,0.009056468115701563,0.010789261941335672,16.097883044334946,3.5542207256086904,0.8938135562298092,0.873711625845063,0.8728736052679713,0.9014778325123155,123596117,4731805,0.29730177875068026,0.27331627848227336
67,3376.8,67,0.009045061113876445,0.010416666666666666,16.06741020007959,3.552377983444697,0.8859045981950996,0.8691570043024859,0.8351648351648354,0.9136212624584721,120922192,4635428,0.29730177875068026,0.27331627848227336
66,3326.4,66,0.008993902439024391,0.008993572366289875,16.098804592909488,3.5161895848398963,0.9141098930661101,0.8959960189863727,0.8603571428571423,0.9025210084033611,117768855,4044243,0.29730177875068026,0.27331627848227336
65,3276,65,0.009055085448813671,0.008992309445824184,16.110013249442925,3.524751239265032,0.8813484025582806,0.8872964916303596,0.8468372423596299,0.9166666666666662,116833459,4188660,0.29730177875068026,0.27331627848227336
64,3225.6,64,0.009135280128311486,0.009377362055933485,16.050497022575822,3.511740738585958,0.8629419958990125,0.8730651298533386,0.8370618284305091,0.8782467532467529,117128368,4242375,0.29730177875068026,0.27331627848227336
63,3175.2,63,0.00911384879154914,0.008824341023887508,16.035225936013735,3.482631308695899,0.8549656187541921,0.8591533564168436,0.8391534391534387,0.8685064935064938,117074366,3730084,0.29730177875068026,0.27331627848227336
62,3124.8,62,0.009191278137271169,0.008789229977705367,16.004109380392357,3.5088839661070987,0.8973463442196634,0.8390637610976588,0.8441078034172982,0.8410008071025022,116761803,3895390,0.29730177875068026,0.27331627848227336
61,3074.4,61,0.009210635473701677,0.008729682349130125,15.938991309439823,3.447027667462937,0.9022981233079479,0.8670698311273386,0.8807983736832373,0.8377723970944311,117160821,4051073,0.29730177875068026,0.27331627848227336
60,3024,60,0.009130440794203857,0.008660309361839973,16.045993615581924,3.4285657949808916,0.8964882557814517,0.8640657006296933,0.8677248677248673,0.8845166809238666,113984807,3834486,0.29730177875068026,0.27331627848227336
59,2973.6,59,0.009299817487970798,0.007644962747003565,15.88356843734984,3.462128528374844,0.9186831949203543,0.837253414264037,0.8768977501371866,0.8311688311688308,116957992,4065195,0.29730177875068026,0.27331627848227336
58,2923.2,58,0.009225499142746528,0.007824198861934712,15.990182895013346,3.5253935294867644,0.9110862413945137,0.8078871201157742,0.869246286447827,0.823348694316436,114214327,3870490,0.29730177875068026,0.27331627848227336
57,2872.8,57,0.009266287815939385,0.007427125439547801,15.91577790318841,3.4903583812359082,0.889772377379144,0.8580453842186694,0.8700460829493081,0.8654004954582986,111783759,3703306,0.29730177875068026,0.2584865769785853
56,2822.4,56,0.00926283114871965,0.010659916988237792,15.91079078633859,3.4305745880609844,0.8289258315660648,0.8665216980240146,0.8011469050430101,0.8689771766694843,111470346,3697532,0.29730177875068026,0.2584865769785853
55,2772,55,0.009331618826392345,0.0063157741729170285,15.860361548160116,3.4607057930275125,0.8846622288486173,0.8404945054945053,0.8953399541634824,0.8407224958949092,110826652,3809263,0.29730177875068026,0.2584865769785853
54,2721.6,54,0.009281842818428185,0.0069020485687152355,15.92186670593554,3.4662570708054057,0.8674337673792888,0.8470754960061848,0.8341013824884789,0.8784893267651889,108120533,3521883,0.29730177875068026,0.2584865769785853
53,2671.2,53,0.009298089154360933,0.008693137118793095,15.905557643143682,3.4634801265327475,0.8871562476012306,0.8709372637944071,0.8905331056725462,0.8269841269841269,110792212,3621721,0.29730177875068026,0.2584865769785853
52,2620.8,52,0.009346828162159173,0.0069117390545961966,15.865332537552964,3.4509369711912954,0.8619796210268611,0.8588394977943675,0.8270676691729326,0.8707482993197279,106566994,3334490,0.29730177875068026,0.2584865769785853
51,2570.4,51,0.009365839831867707,0.008535091055055562,15.839449166033916,3.4350546365805266,0.8982879683348722,0.8510582010582018,0.8828459675917305,0.8105939004815409,109700633,3316937,0.29730177875068026,0.2584865769785853
50,2520,50,0.009422183507549359,0.007721298395901572,15.752529825205842,3.410858158821275,0.9003746850178104,0.8664362519201226,0.8521240365656934,0.8797909407665506,107454110,3296407,0.29730177875068026,0.2584865769785853
49,2469.6,49,0.009417689840163708,0.008312074829931973,15.796949987957902,3.437100022182534,0.8391578370478622,0.8433485982352289,0.7935003385240353,0.8491171749598712,105823221,3287501,0.29730177875068026,0.2584865769785853
48,2419.2,48,0.009505489187544933,0.008777612966657003,15.700690290015554,3.389142117866343,0.8858105218135143,0.848188958144382,0.8844279867472228,0.8588850174216031,104029415,3121199,0.29730177875068026,0.2584865769785853
47,2368.8,47,0.009519315856423868,0.007522526554481442,15.685122757545486,3.3829424153388303,0.9075499238365694,0.8268392624324816,0.905359633393105,0.8268907563025206,105689099,3110432,0.29730177875068026,0.2584865769785853
46,2318.4,46,0.009563906863558428,0.0059508891275808565,15.60567474188456,3.337873642980326,0.9040437267080738,0.8700849634459585,0.849731332221605,0.8749999999999998,105897520,3292419,0.29730177875068026,0.2584865769785853
45,2268,45,0.0095967452021459,0.0073837868480725625,15.592471696925395,3.38181996801494,0.9124241197895561,0.8397091187446175,0.9000802568218298,0.8233305156382078,102248586,2973202,0.29730177875068026,0.2584865769785853
44,2217.6,44,0.009580844532935123,0.005885516599802315,15.638010662070117,3.266450464974458,0.8970249092309193,0.7990311599895258,0.8954752025291436,0.8106312292358802,104830677,3065571,0.29730177875068026,0.2584865769785853
43,2167.2,43,0.009597436535589846,0.0075743260267069805,15.579155224132387,3.3315670599144096,0.8934660941678941,0.8909432327025852,0.8894202032277339,0.876663708961846,102805523,3131895,0.29730177875068026,0.2584865769785853
42,2116.8,42,0.009664495879652676,0.006724369964788083,15.501368494004684,3.261461534078385,0.8941567486009061,0.8435584051292329,0.8887998397114796,0.8400342172797265,103905084,2839744,0.29730177875068026,0.24054886454894037
41,2066.4,41,0.0095967452021459,0.006030328798185942,15.556920234899021,3.3185570754607077,0.8539459073037051,0.8502608346709468,0.794390885188431,0.8821428571428572,100710028,2805076,0.29730177875068026,0.24054886454894037
40,2016,40,0.00968869255019081,0.006653124212648022,15.346475223582065,3.292308212220317,0.844201443273213,0.854851998472761,0.8086862885857856,0.8770343580470165,99955787,2783219,0.29730177875068026,0.24054886454894037
39,1965.6,39,0.009688692550190807,0.006351762390409734,15.392018868828396,3.2671323049297265,0.847382747874265,0.8451377178189995,0.8455910666153245,0.8465608465608463,98385634,2451471,0.29730177875068026,0.24054886454894037
