Optimas, 1641(2 1 5 3 4 6 0), 1920(2 5 0 1 3 4 6), 1709(2 3 1 0 6 5 4), 1903(2 4 6 1 0 5 3)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,5040,100,41,1,1,1,1,127,5379,36540,4634,4701,41,34,34,51,5662,29
99,4989.6,99,11,0,0,0,0,26,4073,31492,3581,3294,25,30,28,41,4496,20
98,4939.2,98,12,0,0,0,0,26,4232,31449,3643,3517,25,30,27,40,4385,18
97,4888.8,97,13,0,0,0,0,26,4078,31068,3660,3366,25,27,28,40,4470,18
96,4838.4,96,14,0,0,0,0,29,4253,31213,3654,3425,26,28,27,40,4658,24
95,4788,95,12,0,0,0,0,65,4224,31085,3657,3484,25,28,33,40,4536,19
94,4737.6,94,23,0,0,0,0,29,4206,30982,3714,3513,26,27,27,40,4523,18
93,4687.2,93,23,0,0,0,0,27,3953,30765,3655,3356,25,27,27,39,4460,18
92,4636.8,92,16,0,0,0,0,27,4359,31180,3849,3539,50,28,31,40,4525,18
91,4586.4,91,12,0,0,0,0,26,4190,31296,3651,3459,25,27,28,40,4622,18
90,4536,90,15,0,0,0,0,26,4159,31113,3681,3404,30,27,28,46,4448,18
89,4485.6,89,14,0,0,0,0,27,3862,30573,3430,3169,25,27,27,40,4312,18
88,4435.2,88,12,0,0,0,0,27,4358,30966,3811,3602,34,69,27,40,4597,19
87,4384.8,87,18,0,0,0,0,25,4259,30797,3726,3519,26,27,27,41,4467,18
86,4334.4,86,14,0,0,0,0,26,3972,30705,3444,3259,26,27,27,40,4481,18
85,4284,85,11,0,0,0,0,26,4378,31356,3823,3599,25,28,27,69,4493,18
84,4233.6,84,13,0,0,0,0,25,4220,31185,3715,3545,25,27,28,39,4455,18
83,4183.2,83,11,0,0,0,0,26,4548,31021,3974,3694,25,27,27,54,4587,18
82,4132.8,82,15,0,0,0,0,25,4047,30680,3568,3365,26,27,27,40,4426,18
81,4082.4,81,11,0,0,0,0,26,4056,31099,3541,3347,25,27,28,41,4417,18
80,4032,80,13,0,0,0,0,25,4301,30947,3810,3614,25,27,28,40,4556,22
79,3981.6,79,12,0,0,0,0,25,4177,31149,3639,3540,65,27,27,41,4467,18
78,3931.2,78,12,0,0,0,0,29,4127,31046,3651,3305,25,27,30,41,4535,18
77,3880.8,77,12,0,0,0,0,25,4263,31271,3403,3108,25,27,28,40,4583,18
76,3830.4,76,12,0,0,0,0,25,4358,31106,3816,3674,25,27,28,40,4492,18
75,3780,75,14,0,0,0,0,25,4089,30375,3608,3419,25,28,27,39,4401,18
74,3729.6,74,12,0,0,0,0,26,4364,31297,3799,3482,25,31,28,40,4514,20
73,3679.2,73,12,0,0,0,0,26,4305,31031,3796,3596,28,49,28,40,4522,18
72,3628.8,72,14,0,0,0,0,26,4065,30456,3543,3402,26,28,28,40,4488,19
71,3578.4,71,13,0,0,0,0,26,4206,31274,3598,3445,26,34,28,40,4608,18
70,3528,70,12,0,0,0,0,50,4233,30413,3634,3471,25,27,27,40,4548,18
69,3477.6,69,12,0,0,0,0,26,4224,30607,3591,3519,25,27,27,40,4482,18
68,3427.2,68,13,0,0,0,0,32,4319,30982,3835,3596,25,54,28,40,4525,18
67,3376.8,67,11,0,0,0,0,29,4212,30710,3637,3483,25,27,27,39,4561,18
66,3326.4,66,13,0,0,0,0,26,4187,30910,3558,3477,30,27,30,40,4483,18
65,3276,65,12,0,0,0,0,82,4317,31531,3691,3570,28,30,31,101,4648,18
64,3225.6,64,12,0,0,0,0,26,4152,30885,3526,3466,25,27,28,41,4473,18
63,3175.2,63,12,0,0,0,0,44,4532,30906,3797,3670,25,27,27,40,4571,18
62,3124.8,62,11,0,0,0,0,26,4327,31029,3859,3761,25,27,27,40,4470,18
61,3074.4,61,13,0,0,0,0,26,4124,30597,3603,3425,25,27,27,41,4402,18
60,3024,60,13,0,0,0,0,26,4298,30895,3624,3450,34,27,28,40,4529,18
59,2973.6,59,12,0,0,0,0,44,4500,31633,3773,3781,25,28,27,40,4643,18
58,2923.2,58,11,0,0,0,0,26,4375,31327,3672,3613,25,28,27,40,4474,18
57,2872.8,57,12,0,0,0,0,26,4183,31275,3548,3492,25,29,28,40,4431,18
56,2822.4,56,13,0,0,0,0,27,4182,30591,3601,3469,26,27,28,147,4464,18
55,2772,55,12,0,0,0,0,32,4343,30511,3790,3670,25,27,33,41,4532,18
54,2721.6,54,12,0,0,0,0,48,4328,30963,3726,3682,25,29,27,41,4520,18
53,2671.2,53,12,0,0,0,0,25,4138,30643,3567,3459,25,27,28,41,4431,18
52,2620.8,52,12,0,0,0,0,26,4485,31028,3723,3681,30,27,27,40,4619,18
51,2570.4,51,12,0,0,0,0,28,4565,31238,3991,3934,25,27,27,41,4712,18
50,2520,50,13,0,0,0,0,26,4235,30741,3609,3537,25,27,28,39,4474,18
49,2469.6,49,13,0,0,0,0,26,4262,30496,3584,3472,25,27,28,40,4407,18
48,2419.2,48,11,0,0,0,0,27,4561,31018,3733,3816,48,27,27,39,4513,18
47,2368.8,47,13,0,0,0,0,25,4420,31061,3831,3738,25,57,27,40,4536,21
46,2318.4,46,38,0,0,0,0,26,4149,31002,3590,3455,25,27,28,41,4481,18
45,2268,45,12,0,0,0,0,26,4190,30983,3376,3229,25,27,32,42,4598,18
44,2217.6,44,12,0,0,3,0,26,4463,30995,3785,3780,25,29,29,40,4488,18
43,2167.2,43,11,0,0,0,0,25,4339,30726,3626,3565,25,27,27,42,4412,18
42,2116.8,42,11,0,0,0,0,28,4456,30563,3698,3723,25,27,33,40,4525,18
41,2066.4,41,12,0,0,0,0,45,4525,30996,3941,3806,44,27,28,39,4523,18
40,2016,40,11,0,0,0,0,28,4376,30993,3668,3634,25,27,28,45,4506,18
39,1965.6,39,13,0,0,0,0,27,3886,30473,3283,3303,25,27,27,41,4300,18
38,1915.2,38,12,0,0,0,0,27,4484,30509,3786,3860,26,27,28,39,4492,18
37,1864.8,37,11,0,0,0,0,27,4380,30449,3679,3652,25,28,27,101,4525,18
36,1814.4,36,11,0,0,0,0,26,4344,30664,3666,3578,28,28,28,39,4415,18
35,1764,35,14,0,0,0,0,26,4420,30744,3833,3784,25,27,27,39,4602,19
34,1713.6,34,12,0,0,0,0,27,4576,31022,3668,3896,25,27,27,39,4529,18
33,1663.2,33,12,0,0,0,0,25,4463,30970,3518,3750,25,27,27,39,4493,18
32,1612.8,32,13,0,0,0,0,26,4354,30460,3426,3564,26,27,27,39,4498,18
31,1562.4,31,12,0,0,0,0,26,4704,30602,3794,3995,26,30,27,39,4569,19
30,1512,30,12,0,0,0,0,27,4435,30610,3567,3733,29,27,27,39,4448,18
29,1461.6,29,12,0,0,0,0,26,4457,30535,3654,3692,25,27,28,39,4445,19
28,1411.2,28,24,0,0,0,0,26,4637,30570,3857,3896,28,28,28,39,4593,19
27,1360.8,27,12,0,0,0,0,26,4481,31067,3683,3932,25,27,27,39,4550,115
26,1310.4,26,15,0,0,0,0,28,4917,31267,4199,4340,28,28,27,39,4691,22
25,1260,25,11,0,0,0,0,25,4414,30499,3533,3668,25,27,27,39,4461,18
24,1209.6,24,11,0,0,0,0,26,4616,30400,3690,3859,28,27,63,39,4519,18
23,1159.2,23,18,0,0,0,0,26,4765,30912,4022,4086,28,28,27,38,4499,18
22,1108.8,22,11,0,0,0,0,26,4405,30699,3485,3647,25,28,28,39,4444,18
21,1058.4,21,12,0,0,0,0,26,4497,30923,3525,3753,25,27,27,38,4512,18
20,1008,20,14,0,0,0,0,26,4632,31005,3817,3898,25,28,28,38,4682,18
19,957.6,19,12,0,0,0,0,26,4412,30144,3737,3725,25,27,28,91,4522,18
18,907.2,18,11,0,0,0,0,26,4311,30285,3548,3623,25,27,27,81,4521,24
17,856.8,17,11,0,0,0,0,26,4509,30772,3617,3760,25,28,28,60,4468,22
16,806.4,16,14,0,0,0,0,26,4367,30535,3715,3659,25,27,29,41,4470,18
15,756,15,12,0,0,0,0,26,4153,30723,3620,3462,32,27,27,38,4486,18
14,705.6,14,12,0,0,0,0,29,4309,30442,3721,3611,25,27,27,37,4547,18
13,655.2,13,12,0,0,0,0,27,4564,30660,4022,3806,28,33,28,37,4730,19
12,604.8,12,11,0,0,0,0,26,4367,30102,3758,3619,25,27,27,37,4469,18
11,554.4,11,12,0,0,0,0,26,4146,30112,3591,3417,25,72,37,37,4472,18
10,504,10,12,0,0,0,0,25,4182,30302,3675,3484,26,27,27,37,4474,18
9,453.6,9,11,0,0,0,0,26,4185,30220,3719,3467,27,27,27,37,4538,18
8,403.2,8,12,0,0,0,0,33,4122,30026,3489,3297,25,27,27,36,4326,18
7,352.8,7,11,0,0,0,0,26,3728,29929,3232,2976,25,27,28,37,4370,18
6,302.4,6,13,0,0,0,0,26,4194,30102,3771,3478,28,28,29,37,4452,18
5,252,5,11,0,0,0,0,26,4020,29928,3509,3244,27,27,27,37,4280,18
4,201.6,4,12,0,0,0,0,28,4244,29594,3660,3369,49,27,27,36,4318,18
3,151.2,3,23,0,0,0,0,27,4243,29800,3802,3543,25,28,28,38,4410,18
2,100.8,2,12,0,0,0,0,25,4177,29864,3630,3296,29,28,27,36,4346,18
1,50.4,1,12,0,0,0,0,26,4000,29202,3550,3169,26,40,27,35,4306,18
