Optimas, 506(0 5 2 1 4 3 6), 3025(4 1 2 0 3 6 5), 1680(2 3 0 1 4 5 6), 2147(2 6 5 1 4 3 0)
H-Axis, Max distance, Ratio,Ours+D,Ours-D,Li et al.+D,Li et al.-D,Cheng+D,Cheng-D,Salleh et al.+D,Salleh et al.-D,Zhao et al.+D,Zhao et al.-D,Osuna Enciso et al.+D,Osuna Enciso et al.-D
100,5040,100,0.015639296654334243,0.015124405926754266,15.089010489901872,3.6416669504448977,0.9585158575148817,0.9187719496997845,0.9473034170440507,0.897727272727273,111484675,6671547,0.29730177875068026,0.29730177875068026
99,4989.6,99,0.017381952781112448,0.015079365079365076,15.08915525687249,3.643267476979272,0.9627130938580944,0.9475595076301796,0.9603524229074882,0.954662104362703,114926862,6966673,0.29730177875068026,0.29730177875068026
98,4939.2,98,0.016816963410878762,0.012309685779073532,15.095908928862244,3.6577742149560435,0.9518795410294043,0.874322898975633,0.9379425239483551,0.8618784530386739,113860848,6322825,0.29730177875068026,0.29730177875068026
97,4888.8,97,0.017594217174049104,0.012351637351637352,15.094015561691732,3.6662195693448623,0.9519959342080974,0.9124929971988804,0.971258249946774,0.8876404494382024,114046200,6935407,0.29730177875068026,0.29730177875068026
96,4838.4,96,0.025747759421228807,0.014378478664192947,15.076470012882833,3.6443936011917986,0.966481971425523,0.9369504569504566,0.9380131362889979,0.9610389610389608,113538257,6470723,0.29730177875068026,0.29730177875068026
95,4788,95,0.01668196379080733,0.010299527974455089,15.06290777225352,3.6426968631266186,0.9354716348755977,0.9422181160257148,0.9161187487547325,0.9399830938292476,109371725,6217111,0.29730177875068026,0.29730177875068026
94,4737.6,94,0.019973974438260156,0.01183127572016461,15.095877656534228,3.648751539051805,0.9519553008066229,0.9693792280143259,0.9209074187614956,0.9302721088435373,114278057,6392793,0.29730177875068026,0.29730177875068026
93,4687.2,93,0.01822977754320119,0.010374428917708301,15.093451608858791,3.654617630795794,0.9378990351458197,0.8782982241713999,0.9638704318936876,0.9123376623376619,103506929,6236572,0.29730177875068026,0.29730177875068026
92,4636.8,92,0.014891259534116675,0.01224489795918367,15.06780140120496,3.640761357421095,0.9379556160962611,0.9305769413553843,0.9625156184922943,0.911643270024773,103186486,5846911,0.29730177875068026,0.29730177875068026
91,4586.4,91,0.014474315367172514,0.007762079190650621,15.088580013573013,3.6538214737111843,0.9326353197727076,0.9247871333964047,0.9363950416581988,0.9443969204448246,102907720,6091058,0.29730177875068026,0.29730177875068026
