Optimas, 506(0 1 2 3 8 5 4 7 6 9), 3025(0 1 2 7 4 5 3 6 9 8), 1680(0 1 2 5 6 3 4 7 8 9), 2147(0 1 2 5 9 8 4 7 6 3)
H-Axis, Max distance, Ratio,Ours,Dummy1,Dummy2,Dummy3,Dummy4,Ursem,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Li et al.,Cheng,Tilahun,Salleh et al.,Zhao et al.,Osuna Enciso et al.
100,3628800,100,0.006966733328301642,0,0,0,0,11.47329358589765,714616.66,646305.7,1.0435915724154834,0.900011328320802,11.47329358589765,0.9580667588128327,11.473293585897652,0.9546012385797639,96507685059.26,0.17677669529663675
99,3592512,99,0.006932521700691668,0,0,0,0,11.474320332503568,714600.22,646352.28,1.0436947149755569,0.8999897493734337,11.474320332503568,0.9567447708489977,11.474320332503572,0.9550783895344721,95886279790.08,0.17677669529663675
98,3556224,98,0.006701677861609554,0,0,0,0,11.473526449293528,714640.04,646354.12,1.0435630722890021,0.9000357644110275,11.473526449293528,0.953846736261695,11.473526449293528,0.9502861262527003,94484194216.88,0.17677669529663675
97,3519936,97,0.006784191117629134,0,0,0,0,11.47020725689197,714506.6,646323.52,1.0432023824235528,0.8998731578947371,11.47020725689197,0.9555453736754435,11.470207256891973,0.9537535592951749,93420880741.9,0.17677669529663675
96,3483648,96,0.0067308870190756105,0,0,0,0,11.46972109655876,714469.84,646285.3,1.043166194554389,0.899822155388471,11.46972109655876,0.9515394036734609,11.46972109655876,0.9476587558496711,92922109815.12,0.17677669529663675
95,3447360,95,0.006475595365101488,0,0,0,0,11.468877897075417,714406.7,646337.66,1.0429603849647164,0.8997413032581453,11.468877897075417,0.9487180969890749,11.468877897075417,0.9456632902186719,91081423931.94,0.17677669529663675
94,3411072,94,0.006700752685079552,0,0,0,0,11.465427861921455,714270.22,646301.76,1.0426218548194124,0.8995734837092735,11.465427861921455,0.9509752131032333,11.465427861921455,0.9468444214405767,90778264483.32,0.17677669529663675
93,3374784,93,0.006797629422133502,0,0,0,0,11.462081218454564,714135.38,646274.72,1.0422992549450276,0.8993960651629077,11.462081218454564,0.9522309811477295,11.462081218454564,0.9502400863498215,89916069153.26,0.17677669529663675
92,3338496,92,0.006615684804539887,0,0,0,0,11.46090188687734,714000.26,646284.68,1.042066149906078,0.8992310025062653,11.46090188687734,0.9483087422723466,11.460901886877341,0.9446027979588765,88758074653.5,0.17677669529663675
91,3302208,91,0.006606532212641991,0,0,0,0,11.454887138912486,713885.16,646255.68,1.0415207164510083,0.8990893984962404,11.454887138912486,0.9504252277367187,11.454887138912488,0.9482747694733541,87898192040.34,0.17677669529663675
90,3265920,90,0.006582700416708062,0,0,0,0,11.45251683925118,713649.14,646293.38,1.041107337808905,0.898786290726817,11.45251683925118,0.9456513333228636,11.452516839251183,0.9458545468754816,86755737622.26,0.17218116349960755
89,3229632,89,0.006371342542061086,0,0,0,0,11.447893507234514,713614.6,646222.92,1.0406434736813508,0.8987449122807019,11.447893507234514,0.9438013633848638,11.447893507234516,0.9420077430819593,85939618357.06,0.17218116349960755
88,3193344,88,0.006329204690378651,0,0,0,0,11.444490103497298,713545.32,646181.74,1.0402310461001982,0.898658721804511,11.444490103497298,0.9459212315691409,11.444490103497301,0.9426386878122358,84787090889.62,0.17218116349960755
87,3157056,87,0.006363983314447377,0,0,0,0,11.436060200252077,713479.84,646266.04,1.03936481978655,0.8985725814536341,11.436060200252077,0.9435504996409199,11.43606020025208,0.9434380920929141,84404075575.88,0.17218116349960755
86,3120768,86,0.00616302359141894,0,0,0,0,11.429490998868095,713456.84,646238.48,1.0387089840061512,0.8985537844611529,11.429490998868095,0.9457956097778281,11.429490998868095,0.9460651670060968,83296933078.62,0.17218116349960755
85,3084480,85,0.005952450361707926,0,0,0,0,11.424776102489941,713299.54,646220.28,1.0380450325056427,0.8983548120300756,11.424776102489941,0.9427385109310867,11.424776102489941,0.9423621756036435,82025903277.52,0.17218116349960755
84,3048192,84,0.006034129417723778,0,0,0,0,11.416574673956784,713206.4,646188.72,1.0371571061513085,0.8982313032581453,11.416574673956784,0.939906551744772,11.416574673956784,0.9399483526174714,81140055352.46,0.17218116349960755
83,3011904,83,0.005985829294868905,0,0,0,0,11.41373770825104,713064.62,646175.52,1.0367055424120462,0.8980540852130325,11.41373770825104,0.942393055816499,11.41373770825104,0.9403048017569792,79853780659.88,0.17218116349960755
82,2975616,82,0.0059664335505957644,0,0,0,0,11.403735833590083,712806.92,646247.76,1.0355838928291448,0.8977346365914788,11.403735833590083,0.936589894424284,11.403735833590085,0.9357661416924712,79229577288.22,0.17218116349960755
81,2939328,81,0.005816488384578902,0,0,0,0,11.396496660137354,712703.68,646156.62,1.0347524277932343,0.8975993734335838,11.396496660137354,0.9401826118336355,11.396496660137359,0.9381131739422615,77976746986.3,0.17218116349960755
80,2903040,80,0.0058508431245881485,0,0,0,0,11.38760397936728,712405.96,646175.32,1.0337260745175658,0.8972292982456139,11.38760397936728,0.9387298964823502,11.38760397936728,0.9339776448113658,77604675009.28,0.16728499798921548
79,2866752,79,0.005877344043227645,0,0,0,0,11.382717539029748,712399.68,646130.54,1.0332588499746527,0.897220426065163,11.382717539029748,0.9386280466588924,11.38271753902975,0.9353633940091395,76776006545.44,0.16718507624410542
78,2830464,78,0.005673175179969307,0,0,0,0,11.380456925208525,712248.06,646130.4,1.0327227052148653,0.8970322556390978,11.380456925208525,0.9334404589723537,11.380456925208525,0.9268098782339642,75637907295.82,0.16718507624410542
